document_id,external_id,document_name,attribute_id,attribute_label,attribute_presence,human_additional_text,item_attribute_full_text_details,citation_page,citation_highlight_text,human_extraction,llm_extraction,llm_reasoning,llm_verbatim_text,human_verbatim_fuzzy_match_pct,llm_verbatim_fuzzy_match_pct,extraction_run_id
78958,51ab0487-34cb-43a9-9467-4d6200dcbb15,The ‘Small House’ Phenomenon and Its Impact on Zimbabwean Women’s Sexual Reproductive Health and Rights (SRHR),0,incl|1,True,,,,,False,False,"The document does not mention any climate or weather variables, nor does it discuss any health-related problems or solutions associated with climate change. It focuses on women's sexual reproductive health and rights in Zimbabwe, specifically regarding the 'small house' concept, which is unrelated to climate or health issues as defined in the inclusion criteria.",,0.00,0.00,2026-08-06_11-33-05_
802401,542f56a5-5f41-435c-b95e-b0516baee232,Temperature effects on plant gametophyte performance and their consequences for seed reproduction in wild plants,0,incl|1,True,,,,,False,False,"The document primarily discusses the impacts of climate change on seed plant reproduction, focusing on pollen research and gametophytic performance. While it mentions climate change and its effects on plant reproduction, it does not address health-related problems or outcomes associated with climate change, which is necessary for inclusion in the DESTINY repository. Therefore, it does not meet both criteria for inclusion as specified in the prompt.",,0.00,0.00,2026-08-06_11-33-05_
997047,59baba2a-54cc-4381-b80d-b37d1827c117,世界の人口戦略における公衆衛生的アプローチの有用性 公衆衛生活動を重視するフィリピン家族計画•母子保健プロジェクトの事例報告,0,incl|1,True,,,,,False,False,"The document does not mention any climate or weather variables, nor does it discuss climate-related extreme events or fossil fuels. It focuses on population growth and public health initiatives in the Philippines without any reference to climate change or health impacts related to climate variables. Therefore, it does not meet the criteria for inclusion in the DESTINY repository.",,0.00,0.00,2026-08-06_11-33-05_
3186494320,69ee550a-da8e-4643-a51e-951ffa7db335,Increasing oil recovery by utilization of AICV: a 3D multiphase simulation study of a heavy oil reservoir with an underlying water aquifer,0,incl|1,True,,,,,False,False,"The context provided discusses oil recovery technology and the challenges faced in oil production, but it does not mention any climate or weather variables, nor does it address health-related problems or outcomes associated with climate change. Therefore, it does not meet the criteria for inclusion in the DESTINY repository.",,0.00,0.00,2026-08-06_11-33-05_
38182,7e86ba10-8575-4d09-b3cc-739d14822b6f,,0,incl|1,True,,,,,False,False,"The abstract does not mention any climate or weather variables, nor does it discuss any health-related problems or outcomes associated with climate change. It focuses solely on a radiochemical procedure for determining enzyme activity, which is unrelated to climate or health issues.",,0.00,0.00,2026-08-06_11-33-05_
2881444016,9030242a-03a6-424f-9025-751812cbf88c,Harboring Sustainability: Assessing the Carbon Footprint of Maritime Fender Systems for Sustainable Ports,0,incl|1,True,,,,,True,True,"The document discusses greenhouse gases and their accumulation in the atmosphere, which relates to climate change. It also addresses measures to reduce CO2 emissions, indicating a connection to climate-related issues. Furthermore, it implies a health-related outcome by focusing on transparency and accountability in emissions, which can impact public health indirectly. Therefore, both criteria for inclusion are satisfied.",This paper outlines a series of critical advancements in the maritime industry’s efforts toward greater transparency in greenhouse gas emissions linked to fender manufacturing activities.,0.00,100.00,2026-08-06_11-33-05_
9587,9394bc32-630d-4128-8dfc-04448776fd1f,"Climate and mortality in Australia: retrospective study, 1979-1990, and predicted impacts in five major cities in 2030",0,incl|1,True,,,,,True,True,"The document discusses the relationship between climatic extremes (temperature thresholds) and mortality, which satisfies the first inclusion criterion. It also addresses health outcomes related to climate change, fulfilling the second criterion. Therefore, the record should be included in the repository.",We therefore aimed to quantify the relationship between climatic extremes and mortality in the 5 largest Australian cities during the period 1979-1990.,0.00,100.00,2026-08-06_11-33-05_
3522,a7eda8a9-ef16-4830-8fde-a1971b7b3a6a,The Application of Automated Techniques in the Management and Control of Source Materials,0,incl|1,True,,,,,False,False,"The provided context does not mention any climate or weather variables, nor does it discuss health-related problems or outcomes associated with climate change. The content focuses on the evolution and adaptation of technology, particularly computers and their applications, without any reference to climate or health issues. Therefore, it does not meet the criteria for inclusion in the DESTINY repository.",,0.00,0.00,2026-08-06_11-33-05_
521359478,ac766dc4-9743-45cf-82af-a1c1bdc35392,AN AYURVEDIC APPROACH IN THE MANAGEMENT OF URTICARIA(SHEETPITTA): A CASE STUDY,0,incl|1,True,,,,,False,False,"The document discusses urticaria and its Ayurvedic management but does not mention any climate or weather variables, nor does it address any climate-related health problems or solutions. Therefore, it does not meet the criteria for inclusion.",,0.00,0.00,2026-08-06_11-33-05_
712110,b7fe7d7d-00b7-411a-a269-5fb9542e9c94,Adhesion and anti-inflammatory potential of<i>Lactobacillus rhamnosus</i>GG in a sea buckthorn based beverage matrix,0,incl|1,True,,,,,False,False,"The document does not mention any climate or weather variables, nor does it discuss fossil fuels or climate-forcing agents. Additionally, it does not address any health problems or outcomes related to climate change. Therefore, it does not meet the criteria for inclusion in the DESTINY repository.",,0.00,0.00,2026-08-06_11-33-05_
2929,bd59352e-90a0-47fc-ab8c-d59e2f4fa6e6,Analysing Mechanical Properties of Synthetic Material for Artificial Organ Manufacturing by Finite Element Analysis,0,incl|1,True,,,,,False,False,"The context provided discusses the Finite Element Method (FEM) and its applications in analyzing materials, but it does not mention any climate or weather variables, nor does it address health-related problems or outcomes associated with climate change. Therefore, it does not meet the criteria for inclusion in the DESTINY repository.",,0.00,0.00,2026-08-06_11-33-05_
5996,ccb24fb6-538e-4ca7-975e-4633cfbe5547,Influence of spraying by suspended dry yeast bread and soaked licorice root and salsalic acid to resist fungus Sclerotinia sclerotiorum on eggplant,0,incl|1,True,,,,,False,False,"The context provided discusses an experiment related to the growth of a fungus and the effects of certain substances on it, but it does not mention any climate or weather variables, nor does it address any health-related problems or outcomes associated with climate change. Therefore, it does not meet the criteria for inclusion in the DESTINY repository.",,0.00,0.00,2026-08-06_11-33-05_
582288464,e653d09a-b246-48fd-88b3-aec5823a4670,"&lt;title&gt;Advances in radio frequency tumor ablation therapy: technical considerations, strategies for increasing coagulation necrosis volume, and preliminary clinical results&lt;/title&gt;",0,incl|1,True,,,,,False,False,"The context provided discusses radiofrequency tumor ablation and its technical aspects, focusing on coagulation necrosis and treatment methods for malignancies. It does not mention any climate or weather variables, nor does it address health problems or outcomes related to climate change. Therefore, it does not meet the criteria for inclusion in the DESTINY repository.",,0.00,0.00,2026-08-06_11-33-05_
4686393638,e7b6c454-f386-4808-95cb-a36f5e001d67,Přepadení transportů peněz a cenností,0,incl|1,True,,,,,False,False,"The context provided does not mention any climate or weather variables, nor does it discuss health-related problems or outcomes associated with climate change. The focus is on the behavior of crew transport vehicles and psychological aspects, which are unrelated to the criteria for inclusion in the DESTINY repository.",,0.00,0.00,2026-08-06_11-33-05_
