item_id,doi,wos_id,scopus_id,openalex_id,s2_id,pubmed_id,dimensions_id,publication_year,source,title,username,incl|1,incl|0,reason|0,reason|1,reason|2
001370aa-ccdf-4999-b086-863f9aa3243e,10.1007/978-3-031-39090-6_4,,,W4393324341,,,,2024,Lecture notes in mechanical engineering,Study on Numerical Simulation of Butt-Welded Heavy Thickness Plate of Steel in PAW-GMAW Hybrid Welding Process with Modified Heat Source Model,coder_002,0,1,,,
001f10da-b0fe-4f39-bccc-bf3b12fdcee8,,,,W2592989654,,,,1993,VTechWorks (Virginia Tech),Some factors affecting performance in general chemistry,coder_006,0,1,,,
001f10da-b0fe-4f39-bccc-bf3b12fdcee8,,,,W2592989654,,,,1993,VTechWorks (Virginia Tech),Some factors affecting performance in general chemistry,coder_000,0,1,,,
001f10da-b0fe-4f39-bccc-bf3b12fdcee8,,,,W2592989654,,,,1993,VTechWorks (Virginia Tech),Some factors affecting performance in general chemistry,coder_007,0,1,,,
001f10da-b0fe-4f39-bccc-bf3b12fdcee8,,,,W2592989654,,,,1993,VTechWorks (Virginia Tech),Some factors affecting performance in general chemistry,coder_008,0,1,,,
0033a9dc-c1f5-4f47-842c-089a2d11b676,,,,W3111076234,,,,2017,,The characterization of mechanical behaviour on kenaf fibre / polypropylene composites,coder_009,0,1,,,
0033a9dc-c1f5-4f47-842c-089a2d11b676,,,,W3111076234,,,,2017,,The characterization of mechanical behaviour on kenaf fibre / polypropylene composites,coder_010,0,1,,,
0033a9dc-c1f5-4f47-842c-089a2d11b676,,,,W3111076234,,,,2017,,The characterization of mechanical behaviour on kenaf fibre / polypropylene composites,coder_011,0,1,,,
00433f83-2348-4737-a9f5-9da1c856aa95,10.6027/nord2021-008,,,W3173845530,,,,2021,Nordic Council of Ministers eBooks,Setting the table – a story of food policy innovation,coder_000,0,1,,,
00433f83-2348-4737-a9f5-9da1c856aa95,10.6027/nord2021-008,,,W3173845530,,,,2021,Nordic Council of Ministers eBooks,Setting the table – a story of food policy innovation,coder_004,0,1,,,
00433f83-2348-4737-a9f5-9da1c856aa95,10.6027/nord2021-008,,,W3173845530,,,,2021,Nordic Council of Ministers eBooks,Setting the table – a story of food policy innovation,coder_005,1,0,,,
0044252c-fa23-4027-9598-ece9f5d8df13,,,,W4394862501,,,,2021,theses.fr (ABES),Place de l’offre végétarienne en restauration scolaire pour concilier nutrition et environnement : le cas français,coder_006,0,1,,,
0044252c-fa23-4027-9598-ece9f5d8df13,,,,W4394862501,,,,2021,theses.fr (ABES),Place de l’offre végétarienne en restauration scolaire pour concilier nutrition et environnement : le cas français,coder_000,1,0,,,
0044252c-fa23-4027-9598-ece9f5d8df13,,,,W4394862501,,,,2021,theses.fr (ABES),Place de l’offre végétarienne en restauration scolaire pour concilier nutrition et environnement : le cas français,coder_004,1,0,,,
00464411-a01d-4cee-a2a5-eafd9c7d32b0,10.17077/1088-5943.1148,,,W2900716560,,,,2002,Iowa Heritage Illustrated,Albert Hirsch: From Frankfort to Storm Lake,coder_000,0,1,1,0,0
00464411-a01d-4cee-a2a5-eafd9c7d32b0,10.17077/1088-5943.1148,,,W2900716560,,,,2002,Iowa Heritage Illustrated,Albert Hirsch: From Frankfort to Storm Lake,coder_001,0,1,1,0,0
00464411-a01d-4cee-a2a5-eafd9c7d32b0,10.17077/1088-5943.1148,,,W2900716560,,,,2002,Iowa Heritage Illustrated,Albert Hirsch: From Frankfort to Storm Lake,coder_002,0,1,,,
007e3c35-1283-40fc-baf4-b2d5af03a9d3,10.1016/j.colsurfa.2004.04.076,,,W1996915762,,,,2004,Colloids and Surfaces A Physicochemical and Engineering Aspects,"Solution properties of alkyl glucosides, alkyl thioglucosides and alkyl maltosides",coder_004,0,1,,,
007e3c35-1283-40fc-baf4-b2d5af03a9d3,10.1016/j.colsurfa.2004.04.076,,,W1996915762,,,,2004,Colloids and Surfaces A Physicochemical and Engineering Aspects,"Solution properties of alkyl glucosides, alkyl thioglucosides and alkyl maltosides",coder_005,0,1,,,
007e3c35-1283-40fc-baf4-b2d5af03a9d3,10.1016/j.colsurfa.2004.04.076,,,W1996915762,,,,2004,Colloids and Surfaces A Physicochemical and Engineering Aspects,"Solution properties of alkyl glucosides, alkyl thioglucosides and alkyl maltosides",coder_012,0,1,,,
009d7237-6283-4503-bd4b-7ddcef1b2e40,10.1525/maq.2007.21.1.41,,,W2004699893,,https://pubmed.ncbi.nlm.nih.gov/17405697,,2007,Medical Anthropology Quarterly,"Herbalism, Home Gardens, and Hybridization: Wõthïhã Medicine and Cultural Change",coder_006,0,1,,,
009d7237-6283-4503-bd4b-7ddcef1b2e40,10.1525/maq.2007.21.1.41,,,W2004699893,,https://pubmed.ncbi.nlm.nih.gov/17405697,,2007,Medical Anthropology Quarterly,"Herbalism, Home Gardens, and Hybridization: Wõthïhã Medicine and Cultural Change",coder_000,0,1,,,
009d7237-6283-4503-bd4b-7ddcef1b2e40,10.1525/maq.2007.21.1.41,,,W2004699893,,https://pubmed.ncbi.nlm.nih.gov/17405697,,2007,Medical Anthropology Quarterly,"Herbalism, Home Gardens, and Hybridization: Wõthïhã Medicine and Cultural Change",coder_004,0,1,,,
00ba01f5-b864-4cf5-87d7-9a23cf5869c7,10.61186/jehe.10.3.259,,,W4392632715,,,,2023,Journal of Environmental Health Engineering,Water ecosystem health assessment of Zayandeh Rood,coder_006,0,1,,,
00ba01f5-b864-4cf5-87d7-9a23cf5869c7,10.61186/jehe.10.3.259,,,W4392632715,,,,2023,Journal of Environmental Health Engineering,Water ecosystem health assessment of Zayandeh Rood,coder_000,0,1,,,
00ba01f5-b864-4cf5-87d7-9a23cf5869c7,10.61186/jehe.10.3.259,,,W4392632715,,,,2023,Journal of Environmental Health Engineering,Water ecosystem health assessment of Zayandeh Rood,coder_007,0,1,,,
00ba01f5-b864-4cf5-87d7-9a23cf5869c7,10.61186/jehe.10.3.259,,,W4392632715,,,,2023,Journal of Environmental Health Engineering,Water ecosystem health assessment of Zayandeh Rood,coder_008,0,1,,,
00c1ac4f-c35e-4cbb-a792-b2f9bd22dc1b,10.1172/jci100946,,,W2010530259,,https://pubmed.ncbi.nlm.nih.gov/16694566,,1938,Journal of Clinical Investigation,Studies in the physiology of artificial fever I Changes in the blood volume and water balance,coder_000,0,1,,,
00c1ac4f-c35e-4cbb-a792-b2f9bd22dc1b,10.1172/jci100946,,,W2010530259,,https://pubmed.ncbi.nlm.nih.gov/16694566,,1938,Journal of Clinical Investigation,Studies in the physiology of artificial fever I Changes in the blood volume and water balance,coder_004,0,1,,,
00c1ac4f-c35e-4cbb-a792-b2f9bd22dc1b,10.1172/jci100946,,,W2010530259,,https://pubmed.ncbi.nlm.nih.gov/16694566,,1938,Journal of Clinical Investigation,Studies in the physiology of artificial fever I Changes in the blood volume and water balance,coder_008,0,1,,,
00db8b86-52f8-421f-8597-a8152364a3e7,10.2136/sssaj2005.0044,,,W2030584408,,,,2005,Soil Science Society of America Journal,Percolation Treatment of Charge Transfer in Humidified Smectite Clays,coder_000,0,1,,,
00db8b86-52f8-421f-8597-a8152364a3e7,10.2136/sssaj2005.0044,,,W2030584408,,,,2005,Soil Science Society of America Journal,Percolation Treatment of Charge Transfer in Humidified Smectite Clays,coder_004,0,1,,,
00db8b86-52f8-421f-8597-a8152364a3e7,10.2136/sssaj2005.0044,,,W2030584408,,,,2005,Soil Science Society of America Journal,Percolation Treatment of Charge Transfer in Humidified Smectite Clays,coder_008,0,1,,,
00e32f06-492d-4099-ac46-9fe55141abe7,10.22214/ijraset.2021.35074,,,W3166254538,,,,2021,International Journal for Research in Applied Science and Engineering Technology,Arduino based Home Kitchen Air Monitoring System,coder_004,1,0,,,
00e32f06-492d-4099-ac46-9fe55141abe7,10.22214/ijraset.2021.35074,,,W3166254538,,,,2021,International Journal for Research in Applied Science and Engineering Technology,Arduino based Home Kitchen Air Monitoring System,coder_013,1,0,,,
00e32f06-492d-4099-ac46-9fe55141abe7,10.22214/ijraset.2021.35074,,,W3166254538,,,,2021,International Journal for Research in Applied Science and Engineering Technology,Arduino based Home Kitchen Air Monitoring System,coder_014,1,0,,,
00e521ff-44a4-413b-beb0-cbb8f6444e8f,,,,W3140832026,,,,2020,UTS ePRESS (University of Technology Sydney),Submission to Review ‘Creating a world class migration advice industry’,coder_006,0,1,1,0,0
00e521ff-44a4-413b-beb0-cbb8f6444e8f,,,,W3140832026,,,,2020,UTS ePRESS (University of Technology Sydney),Submission to Review ‘Creating a world class migration advice industry’,coder_000,0,1,,,
00e521ff-44a4-413b-beb0-cbb8f6444e8f,,,,W3140832026,,,,2020,UTS ePRESS (University of Technology Sydney),Submission to Review ‘Creating a world class migration advice industry’,coder_004,0,1,,,
00e63a90-e722-433d-8f32-7b7ec04318d9,10.1007/s00701-014-2129-2,,,W2015351813,,https://pubmed.ncbi.nlm.nih.gov/24838770,,2014,Acta Neurochirurgica,,coder_004,0,1,,,
00e63a90-e722-433d-8f32-7b7ec04318d9,10.1007/s00701-014-2129-2,,,W2015351813,,https://pubmed.ncbi.nlm.nih.gov/24838770,,2014,Acta Neurochirurgica,,coder_007,0,1,,,
00e63a90-e722-433d-8f32-7b7ec04318d9,10.1007/s00701-014-2129-2,,,W2015351813,,https://pubmed.ncbi.nlm.nih.gov/24838770,,2014,Acta Neurochirurgica,,coder_008,0,1,,,
00e924bf-55ff-45d2-997e-1e1606487c20,10.1080/03602559508017213,,,W2074554294,,,,1995,Polymer-Plastics Technology and Engineering,Composites of Furan Resin Cured with Acid Catalyst,coder_009,1,0,,,
00e924bf-55ff-45d2-997e-1e1606487c20,10.1080/03602559508017213,,,W2074554294,,,,1995,Polymer-Plastics Technology and Engineering,Composites of Furan Resin Cured with Acid Catalyst,coder_010,0,1,,,
00e924bf-55ff-45d2-997e-1e1606487c20,10.1080/03602559508017213,,,W2074554294,,,,1995,Polymer-Plastics Technology and Engineering,Composites of Furan Resin Cured with Acid Catalyst,coder_011,0,1,,,
00ea5b17-62a7-4285-9989-18d493ebf5e0,10.11150/kansenshogakuzasshi.88.469,,,W25199382,,,,2012,intellectual and creative,自然との共生と循環のまちづくりを目指して : 高知県・檮原町 (特集 脱原発・持続可能社会へ),coder_015,0,1,,,
00ea5b17-62a7-4285-9989-18d493ebf5e0,10.11150/kansenshogakuzasshi.88.469,,,W25199382,,,,2012,intellectual and creative,自然との共生と循環のまちづくりを目指して : 高知県・檮原町 (特集 脱原発・持続可能社会へ),coder_016,0,1,,,
00ea5b17-62a7-4285-9989-18d493ebf5e0,10.11150/kansenshogakuzasshi.88.469,,,W25199382,,,,2012,intellectual and creative,自然との共生と循環のまちづくりを目指して : 高知県・檮原町 (特集 脱原発・持続可能社会へ),coder_013,0,1,,,
0100a308-73ad-4b7f-b46b-fc3a2b250fe9,,,,W2392742590,,,,2010,,Photosynthate integration and regulation within clones of buffalograss under heterogeneous water supply,coder_006,0,1,,,
0100a308-73ad-4b7f-b46b-fc3a2b250fe9,,,,W2392742590,,,,2010,,Photosynthate integration and regulation within clones of buffalograss under heterogeneous water supply,coder_000,0,1,,,
0100a308-73ad-4b7f-b46b-fc3a2b250fe9,,,,W2392742590,,,,2010,,Photosynthate integration and regulation within clones of buffalograss under heterogeneous water supply,coder_004,0,1,,,
010cea96-52e4-4819-8944-88d4b08345aa,,,,W2466715342,,,,2016,eSpace (Curtin University),Presence of pleural plaques and/or asbestosis and the risk of lung cancer in a Crocidolite asbestos exposed population from Western Australia,coder_006,0,1,,,
010cea96-52e4-4819-8944-88d4b08345aa,,,,W2466715342,,,,2016,eSpace (Curtin University),Presence of pleural plaques and/or asbestosis and the risk of lung cancer in a Crocidolite asbestos exposed population from Western Australia,coder_004,0,1,,,
010cea96-52e4-4819-8944-88d4b08345aa,,,,W2466715342,,,,2016,eSpace (Curtin University),Presence of pleural plaques and/or asbestosis and the risk of lung cancer in a Crocidolite asbestos exposed population from Western Australia,coder_005,0,1,,,
010ee4dc-9d0d-4d40-ba69-763f74c68a00,10.1166/sl.2012.2583,,,W2324792843,,,,2012,Sensor Letters,A Planar Conducting Micro-Loop Structure for Transportation of Magnetic Beads: An Approach Towards Rapid Sensing and Quantification of Biological Entities,coder_016,0,1,,,
010ee4dc-9d0d-4d40-ba69-763f74c68a00,10.1166/sl.2012.2583,,,W2324792843,,,,2012,Sensor Letters,A Planar Conducting Micro-Loop Structure for Transportation of Magnetic Beads: An Approach Towards Rapid Sensing and Quantification of Biological Entities,coder_013,0,1,,,
010ee4dc-9d0d-4d40-ba69-763f74c68a00,10.1166/sl.2012.2583,,,W2324792843,,,,2012,Sensor Letters,A Planar Conducting Micro-Loop Structure for Transportation of Magnetic Beads: An Approach Towards Rapid Sensing and Quantification of Biological Entities,coder_014,0,1,,,
011be7f2-6ee0-48cd-9c70-b6728245f458,10.1016/j.ijms.2008.07.010,,,W1990858775,,,,2008,International Journal of Mass Spectrometry,,coder_006,0,1,,,
011be7f2-6ee0-48cd-9c70-b6728245f458,10.1016/j.ijms.2008.07.010,,,W1990858775,,,,2008,International Journal of Mass Spectrometry,,coder_017,0,1,1,0,0
011be7f2-6ee0-48cd-9c70-b6728245f458,10.1016/j.ijms.2008.07.010,,,W1990858775,,,,2008,International Journal of Mass Spectrometry,,coder_013,0,1,,,
0120d188-8516-4ddd-a953-97fb24952f59,10.22618/tp.ei.20162.120001,,,W2568999593,,,,2016,Engineering and industry,The Fecal Has Hit the Fan: Overview of Efforts in the U.S. to Address Bacterial Contamination in Surface Waters,coder_004,0,1,,,
0120d188-8516-4ddd-a953-97fb24952f59,10.22618/tp.ei.20162.120001,,,W2568999593,,,,2016,Engineering and industry,The Fecal Has Hit the Fan: Overview of Efforts in the U.S. to Address Bacterial Contamination in Surface Waters,coder_001,0,1,,,
0120d188-8516-4ddd-a953-97fb24952f59,10.22618/tp.ei.20162.120001,,,W2568999593,,,,2016,Engineering and industry,The Fecal Has Hit the Fan: Overview of Efforts in the U.S. to Address Bacterial Contamination in Surface Waters,coder_002,0,1,,,
0126ccf7-9360-4fc0-839f-b7770b1becdb,10.26008/1912/bco-dmo.535462.1,,,W3133599854,,,,2014,Open Access Server of the Woods Hole Scientific Community (Woods Hole Scientific Community),"Settling and mortality measurements of brooded coral larvae at high and ambient temperature and pCO2, Taiwan, March 2011 (MCR LTER project, Climate_Coral_Larvae project)",coder_000,0,1,,,
0126ccf7-9360-4fc0-839f-b7770b1becdb,10.26008/1912/bco-dmo.535462.1,,,W3133599854,,,,2014,Open Access Server of the Woods Hole Scientific Community (Woods Hole Scientific Community),"Settling and mortality measurements of brooded coral larvae at high and ambient temperature and pCO2, Taiwan, March 2011 (MCR LTER project, Climate_Coral_Larvae project)",coder_007,0,1,,,
0126ccf7-9360-4fc0-839f-b7770b1becdb,10.26008/1912/bco-dmo.535462.1,,,W3133599854,,,,2014,Open Access Server of the Woods Hole Scientific Community (Woods Hole Scientific Community),"Settling and mortality measurements of brooded coral larvae at high and ambient temperature and pCO2, Taiwan, March 2011 (MCR LTER project, Climate_Coral_Larvae project)",coder_008,0,1,,,
0136bca3-09f9-4dd8-b629-5cb932d72eed,10.33920/nik-01-2403-02,,,W4394787543,,,,2024,Voprosy kul turologii (Issues of Cultural Studies),Fascitization by ‘nox-culture’ and “renegadeness” as reference points of modern reality,coder_006,0,1,,,
0136bca3-09f9-4dd8-b629-5cb932d72eed,10.33920/nik-01-2403-02,,,W4394787543,,,,2024,Voprosy kul turologii (Issues of Cultural Studies),Fascitization by ‘nox-culture’ and “renegadeness” as reference points of modern reality,coder_017,0,1,,,
0136bca3-09f9-4dd8-b629-5cb932d72eed,10.33920/nik-01-2403-02,,,W4394787543,,,,2024,Voprosy kul turologii (Issues of Cultural Studies),Fascitization by ‘nox-culture’ and “renegadeness” as reference points of modern reality,coder_013,0,1,,,
0146f18e-bba2-433f-bb6c-2760bd6a86ec,10.1111/j.1439-0329.1984.tb00185.x,,,W1528007488,,,,1984,European Journal of Forest Pathology,The influence of SO<sub>2</sub> on CO<sub>2</sub> uptake and peroxidase activity,coder_001,1,0,,,
0146f18e-bba2-433f-bb6c-2760bd6a86ec,10.1111/j.1439-0329.1984.tb00185.x,,,W1528007488,,,,1984,European Journal of Forest Pathology,The influence of SO<sub>2</sub> on CO<sub>2</sub> uptake and peroxidase activity,coder_018,0,1,,,
0146f18e-bba2-433f-bb6c-2760bd6a86ec,10.1111/j.1439-0329.1984.tb00185.x,,,W1528007488,,,,1984,European Journal of Forest Pathology,The influence of SO<sub>2</sub> on CO<sub>2</sub> uptake and peroxidase activity,coder_002,0,1,,,
015aca5d-8fd6-49f4-9145-05e86e4e1c1c,10.1109/tia.2013.2263274,,,W2178651300,,https://pubmed.ncbi.nlm.nih.gov/26166911,,2013,IEEE Transactions on Industry Applications,Are Lithium Ion Cells Intrinsically Safe?,coder_000,0,1,,,
015aca5d-8fd6-49f4-9145-05e86e4e1c1c,10.1109/tia.2013.2263274,,,W2178651300,,https://pubmed.ncbi.nlm.nih.gov/26166911,,2013,IEEE Transactions on Industry Applications,Are Lithium Ion Cells Intrinsically Safe?,coder_007,0,1,,,
015aca5d-8fd6-49f4-9145-05e86e4e1c1c,10.1109/tia.2013.2263274,,,W2178651300,,https://pubmed.ncbi.nlm.nih.gov/26166911,,2013,IEEE Transactions on Industry Applications,Are Lithium Ion Cells Intrinsically Safe?,coder_008,0,1,,,
015c7825-1112-4f8c-b6b8-668e133cf544,10.1371/journal.pone.0038338,,,W2167438382,,https://pubmed.ncbi.nlm.nih.gov/22675454,,2012,PLoS ONE,Krüppel-Like Factor 5 Protects against Murine Colitis and Activates JAK-STAT Signaling In Vivo,coder_009,1,0,,,
015c7825-1112-4f8c-b6b8-668e133cf544,10.1371/journal.pone.0038338,,,W2167438382,,https://pubmed.ncbi.nlm.nih.gov/22675454,,2012,PLoS ONE,Krüppel-Like Factor 5 Protects against Murine Colitis and Activates JAK-STAT Signaling In Vivo,coder_010,0,1,,,
015c7825-1112-4f8c-b6b8-668e133cf544,10.1371/journal.pone.0038338,,,W2167438382,,https://pubmed.ncbi.nlm.nih.gov/22675454,,2012,PLoS ONE,Krüppel-Like Factor 5 Protects against Murine Colitis and Activates JAK-STAT Signaling In Vivo,coder_004,0,1,,,
015c7825-1112-4f8c-b6b8-668e133cf544,10.1371/journal.pone.0038338,,,W2167438382,,https://pubmed.ncbi.nlm.nih.gov/22675454,,2012,PLoS ONE,Krüppel-Like Factor 5 Protects against Murine Colitis and Activates JAK-STAT Signaling In Vivo,coder_011,0,1,,,
0160e56e-80b9-40fc-bbe2-693d8691260c,10.1080/09205063.2017.1348927,,,W2731805283,,https://pubmed.ncbi.nlm.nih.gov/28657862,,2017,Journal of Biomaterials Science Polymer Edition,A poly(glycerol sebacate) based photo/thermo dual curable biodegradable and biocompatible polymer for biomedical applications,coder_004,0,1,,,
0160e56e-80b9-40fc-bbe2-693d8691260c,10.1080/09205063.2017.1348927,,,W2731805283,,https://pubmed.ncbi.nlm.nih.gov/28657862,,2017,Journal of Biomaterials Science Polymer Edition,A poly(glycerol sebacate) based photo/thermo dual curable biodegradable and biocompatible polymer for biomedical applications,coder_001,0,1,,,
0160e56e-80b9-40fc-bbe2-693d8691260c,10.1080/09205063.2017.1348927,,,W2731805283,,https://pubmed.ncbi.nlm.nih.gov/28657862,,2017,Journal of Biomaterials Science Polymer Edition,A poly(glycerol sebacate) based photo/thermo dual curable biodegradable and biocompatible polymer for biomedical applications,coder_002,0,1,,,
0184d52f-5ad1-437f-a61f-3f2c90dd5b26,10.54543/etnik.v2i5.189,,,W4382134596,,,,2023,ETNIK Jurnal Ekonomi dan Teknik,Pengaruh Suhu Terhadap Tegangan Tembus Pada Minyak Nabati,coder_004,0,1,,,
0184d52f-5ad1-437f-a61f-3f2c90dd5b26,10.54543/etnik.v2i5.189,,,W4382134596,,,,2023,ETNIK Jurnal Ekonomi dan Teknik,Pengaruh Suhu Terhadap Tegangan Tembus Pada Minyak Nabati,coder_001,0,1,,,
0184d52f-5ad1-437f-a61f-3f2c90dd5b26,10.54543/etnik.v2i5.189,,,W4382134596,,,,2023,ETNIK Jurnal Ekonomi dan Teknik,Pengaruh Suhu Terhadap Tegangan Tembus Pada Minyak Nabati,coder_002,0,1,,,
0188b2f8-84be-4af3-8b54-ac5554ffa1bf,10.1353/cch.2001.0031,,,W2054584617,,,,2001,Journal of Colonialism and Colonial History,McLeod on Zinoman,coder_004,0,1,,,
0188b2f8-84be-4af3-8b54-ac5554ffa1bf,10.1353/cch.2001.0031,,,W2054584617,,,,2001,Journal of Colonialism and Colonial History,McLeod on Zinoman,coder_001,0,1,1,0,0
0188b2f8-84be-4af3-8b54-ac5554ffa1bf,10.1353/cch.2001.0031,,,W2054584617,,,,2001,Journal of Colonialism and Colonial History,McLeod on Zinoman,coder_002,0,1,,,
0199a976-8c8d-4f47-9348-9530500a3fc0,10.25284/2519-2078.3(80).2017.109479,,,W2755263252,,,,2017,Pain anesthesia and intensive care,"The diagnostics of sepsis in pregnant women and during postpartum period: the controversial questions of surviving sepsis campaign (International Guidelines for Management of Sepsis and Septic Shock), updated in 2016",coder_000,0,1,,,
0199a976-8c8d-4f47-9348-9530500a3fc0,10.25284/2519-2078.3(80).2017.109479,,,W2755263252,,,,2017,Pain anesthesia and intensive care,"The diagnostics of sepsis in pregnant women and during postpartum period: the controversial questions of surviving sepsis campaign (International Guidelines for Management of Sepsis and Septic Shock), updated in 2016",coder_004,0,1,,,
0199a976-8c8d-4f47-9348-9530500a3fc0,10.25284/2519-2078.3(80).2017.109479,,,W2755263252,,,,2017,Pain anesthesia and intensive care,"The diagnostics of sepsis in pregnant women and during postpartum period: the controversial questions of surviving sepsis campaign (International Guidelines for Management of Sepsis and Septic Shock), updated in 2016",coder_008,0,1,,,
019ed319-32cb-4019-879e-22bf614ed90b,10.1007/978-3-7091-0353-1_17,,,W61040556,,https://pubmed.ncbi.nlm.nih.gov/21116922,,2011,PubMed,,coder_009,0,1,,,
019ed319-32cb-4019-879e-22bf614ed90b,10.1007/978-3-7091-0353-1_17,,,W61040556,,https://pubmed.ncbi.nlm.nih.gov/21116922,,2011,PubMed,,coder_010,0,1,,,
019ed319-32cb-4019-879e-22bf614ed90b,10.1007/978-3-7091-0353-1_17,,,W61040556,,https://pubmed.ncbi.nlm.nih.gov/21116922,,2011,PubMed,,coder_011,0,1,,,
01a1d704-eaa8-4f83-8502-ee4b716d5d75,10.1111/1742-6723.70143,,,W4414706362,,https://pubmed.ncbi.nlm.nih.gov/41030214,,2025,Emergency Medicine Australasia,What Does a Research Lead Actually Do? Reflections From the Emergency Department Frontline,coder_004,0,1,,,
01a1d704-eaa8-4f83-8502-ee4b716d5d75,10.1111/1742-6723.70143,,,W4414706362,,https://pubmed.ncbi.nlm.nih.gov/41030214,,2025,Emergency Medicine Australasia,What Does a Research Lead Actually Do? Reflections From the Emergency Department Frontline,coder_005,0,1,,,
01a1d704-eaa8-4f83-8502-ee4b716d5d75,10.1111/1742-6723.70143,,,W4414706362,,https://pubmed.ncbi.nlm.nih.gov/41030214,,2025,Emergency Medicine Australasia,What Does a Research Lead Actually Do? Reflections From the Emergency Department Frontline,coder_012,0,1,,,
01a1d788-0045-4269-ad29-a065f52ec3e0,10.1007/978-3-031-67890-5_106,,,W4403984234,,,,2024,"Studies in systems, decision and control",To Analyze the Influence of Environmental Consciousness on Customer Purchase Intentions of Electric Vehicles,coder_004,0,1,,,
01a1d788-0045-4269-ad29-a065f52ec3e0,10.1007/978-3-031-67890-5_106,,,W4403984234,,,,2024,"Studies in systems, decision and control",To Analyze the Influence of Environmental Consciousness on Customer Purchase Intentions of Electric Vehicles,coder_007,1,0,,,
01a1d788-0045-4269-ad29-a065f52ec3e0,10.1007/978-3-031-67890-5_106,,,W4403984234,,,,2024,"Studies in systems, decision and control",To Analyze the Influence of Environmental Consciousness on Customer Purchase Intentions of Electric Vehicles,coder_008,0,1,,,
01a3e3e1-114f-4c91-a5e6-f1cf9cfa1804,10.1101/597633,,,W2931108152,,,,2019,bioRxiv (Cold Spring Harbor Laboratory),Synthetic hybrids of six yeast species,coder_000,0,1,,,
01a3e3e1-114f-4c91-a5e6-f1cf9cfa1804,10.1101/597633,,,W2931108152,,,,2019,bioRxiv (Cold Spring Harbor Laboratory),Synthetic hybrids of six yeast species,coder_007,0,1,,,
