prefix,term,df,ttf
wildfire,wildfiresat,16,38
wildfire,wildfiresmoke,12,15
wildfire,wildfirehazardpotential,9,9
wildfire,wildfirein,6,6
wildfire,wildfiregpt,5,10
wildfire,wildfiremanagement,4,4
wildfire,wildfiresand,4,4
wildfire,wildfireaffected,3,3
wildfire,wildfirecan,3,6
wildfire,wildfirefoam,3,9
wildfire,wildfiresin,3,3
wildfire,wildfiresnicholas,3,3
wildfire,wildfirespreadts,3,8
wildfire,wildfireaguadvances,2,2
wildfire,wildfireand,2,2
wildfire,wildfireandwater,2,2
wildfire,wildfiredataportal,2,2
wildfire,wildfiredb,2,4
wildfire,wildfireevents,2,2
wildfire,wildfirefighters,2,2
wildfire,wildfirefile,2,2
wildfire,wildfiregenome,2,6
wildfire,wildfirei,2,2
wildfire,wildfireinduced,2,2
wildfire,wildfirelessons,2,2
wildfire,wildfirenet,2,8
wildfire,wildfirepredictionstkg,2,2
wildfire,wildfireprograms,2,2
wildfire,wildfireson,2,2
wildfire,wildfirestudydata,2,2
wildfire,wildfireaerosols,1,1
wildfire,wildfireassessment,1,1
wildfire,wildfireaware,1,2
wildfire,wildfirecanmmd,1,1
wildfire,wildfirechronosequence,1,1
wildfire,wildfirecorkresiliencenorth,1,1
wildfire,wildfired,1,1
wildfire,wildfiredamaged,1,1
wildfire,wildfiredetect,1,1
wildfire,wildfiredetection,1,1
wildfire,wildfiredriven,1,1
wildfire,wildfireepisode,1,1
wildfire,wildfirefire,1,1
wildfire,wildfirefootprints,1,1
wildfire,wildfirefronts,1,1
wildfire,wildfiregames,1,1
wildfire,wildfiregymnospermsearly,1,1
wildfire,wildfirehaving,1,1
wildfire,wildfirehazard,1,1
wildfire,wildfirehazardpotentialclassified,1,1
wildfire,wildfirehazardpotentialcontinuous,1,1
wildfire,wildfireimpact,1,1
wildfire,wildfirel,1,1
wildfire,wildfirelego,1,1
wildfire,wildfirelike,1,1
wildfire,wildfiremonitoring,1,1
wildfire,wildfiren,1,1
wildfire,wildfirenews,1,1
wildfire,wildfireor,1,1
wildfire,wildfireplume,1,1
wildfire,wildfirepopulation,1,1
wildfire,wildfirepro,1,1
wildfire,wildfireproducestransient,1,1
wildfire,wildfireprogram,1,1
wildfire,wildfireprogression,1,1
wildfire,wildfireproject,1,1
wildfire,wildfirerain,1,2
wildfire,wildfirerelated,1,1
wildfire,wildfireresilient,1,1
wildfire,wildfireresponse,1,1
wildfire,wildfiresaaron,1,1
wildfire,wildfiresacknowledgements,1,1
wildfire,wildfiresallison,1,1
wildfire,wildfiresandtechniques,1,1
wildfire,wildfiresarecertainlyakeynaturaldisturbancetoterrestrialmediterraneanecosystems,1,1
wildfire,wildfiresauthorseriklutschiddebrawunchiddylan,1,1
wildfire,wildfiresauthorsrichardpopeidbrian,1,1
wildfire,wildfiresauthorsthomasbuchholziddavidsaahidjasonmoghaddasdavidschmidtsee,1,1
wildfire,wildfiresauthorsyujieliidxiaoqinggaoidzhenchaolijunxiajiangpeidulisee,1,1
wildfire,wildfirescontrolled,1,1
wildfire,wildfiresduring,1,1
wildfire,wildfireseason,1,1
wildfire,wildfireseedinginwesternusforests,1,1
wildfire,wildfireshas,1,1
wildfire,wildfireshave,1,1
wildfire,wildfireshussam,1,1
wildfire,wildfiresidentified,1,1
wildfire,wildfiresimmaps,1,1
wildfire,wildfiresmark,1,1
wildfire,wildfiresmay,1,1
wildfire,wildfiresnatural,1,1
wildfire,wildfirespecific,1,1
wildfire,wildfirespot,1,1
wildfire,wildfirespreading,1,1
wildfire,wildfiresprevention,1,1
wildfire,wildfiresspotting,1,1
wildfire,wildfirestimothy,1,1
wheez,wheezing,23171,42293
wheez,wheeze,10713,22585
wheez,wheezy,1508,2383
wheez,wheezes,1412,1893
wheez,wheezers,505,1095
wheez,wheezed,310,415
wheez,wheezer,63,88
wheez,wheez,41,42
wheez,wheeziness,32,48
wheez,wheezescan,7,26
wheez,wheezings,7,7
wheez,wheezeing,6,6
wheez,wheezin,6,7
wheez,wheeziest,4,4
wheez,wheezingin,4,4
wheez,wheezingul,4,5
wheez,wheezles,4,8
wheez,wheezeand,3,3
wheez,wheezie,3,3
wheez,wheezily,3,3
wheez,wheezinga,3,3
wheez,wheezingand,3,3
wheez,wheezinglocusindependent,3,3
wheez,wheezinglocussnpnearby,3,9
wheez,wheezle,3,4
wheez,wheezometer,3,4
wheez,wheezein,2,2
wheez,wheezeintheprevious,2,2
wheez,wheezerate,2,2
wheez,wheezeslike,2,2
wheez,wheezewas,2,2
wheez,wheezi,2,2
wheez,wheezingbaby,2,2
wheez,wheezingcommentary,2,2
wheez,wheezingdauer,2,3
wheez,wheezingis,2,2
wheez,wheezingrate,2,2
wheez,wheezingului,2,3
wheez,wheezo,2,2
wheez,wheezybronchitis,2,2
wheez,wheezywaiter,2,5
wheez,wheezeandother,1,1
wheez,wheezeandthreecontrols,1,1
wheez,wheezeapproximately,1,1
wheez,wheezeaway,1,1
wheez,wheezeblow,1,1
wheez,wheezecamefrom,1,1
wheez,wheezeg,1,1
wheez,wheezeinboysbutnotingirls,1,1
wheez,wheezeinspirations,1,1
wheez,wheezeinthepast,1,1
wheez,wheezel,1,1
wheez,wheezen,1,1
wheez,wheezenden,1,1
wheez,wheezenews,1,1
wheez,wheezeonexposure,1,1
wheez,wheezeprevalence,1,1
wheez,wheezerhinitiseczemadirection,1,1
wheez,wheezerswith,1,1
wheez,wheezesatau,1,1
wheez,wheezesdaniel,1,1
wheez,wheezesemitted,1,1
wheez,wheezesignificantly,1,1
wheez,wheezesound,1,1
wheez,wheezesounds,1,1
wheez,wheezetaiwan,1,1
wheez,wheezethat,1,1
wheez,wheezeunheard,1,1
wheez,wheezewere,1,1
wheez,wheezewhere,1,1
wheez,wheezh,1,9
wheez,wheezian,1,1
wheez,wheezier,1,2
wheez,wheezies,1,1
wheez,wheezihg,1,1
wheez,wheezingchildhood,1,1
wheez,wheezingdiagnosis,1,1
wheez,wheezingedno,1,1
wheez,wheezingedyes,1,1
wheez,wheezingereignisse,1,1
wheez,wheezingereignissen,1,1
wheez,wheezingfainting,1,1
wheez,wheezingfor,1,1
wheez,wheezinggroup,1,1
wheez,wheezinggroupweremainlyviralinfectionsandallergens,1,1
wheez,wheezinginpatientyes,1,2
wheez,wheezingintegrate,1,1
wheez,wheezingl,1,1
wheez,wheezingmethods,1,1
wheez,wheezingnya,1,1
wheez,wheezingreviewer,1,1
wheez,wheezingserved,1,1
wheez,wheezingsymptom,1,1
wheez,wheezingsymptoms,1,1
wheez,wheezingthat,1,1
wheez,wheezingtypes,1,1
wheez,wheezingwas,1,1
wheez,wheezingxx,1,1
wheez,wheeznil,1,1
wheez,wheezometry,1,1
wave,wave,3615587,5579006
wave,wavelength,1961235,2410985
wave,waves,1628241,3079676
wave,waverforms,482234,482234
wave,wavelengths,265744,337911
wave,wavelet,262806,557770
wave,waveguide,231011,434546
wave,waveform,180201,286639
wave,waveforms,121014,176582
wave,waveguides,105914,174232
wave,wavefront,52533,99840
wave,wavelets,39994,62725
wave,wavenumber,38114,54569
wave,wavefunction,24684,33973
wave,wavefunctions,20114,26118
wave,wavenumbers,16213,20766
wave,wavefield,14864,26326
wave,wavefronts,9163,12177
wave,waveguiding,7550,9501
wave,waveband,7068,10143
wave,wavevector,6478,8063
wave,wavepacket,5852,8996
wave,wavefields,5792,8851
wave,wavebands,5641,7222
wave,waved,5127,6381
wave,waverley,3937,5048
wave,waverly,3845,5087
wave,wavepackets,3658,5080
wave,wavelike,3621,4324
wave,waver,3192,3349
wave,wavering,3147,3368
wave,wavevectors,2307,2698
wave,wavewatch,1765,2370
wave,waverider,1467,2986
wave,waveplate,1439,2305
wave,wavered,1429,1453
wave,waveshape,1303,1589
wave,waveone,1296,3208
wave,wavenet,1207,2290
wave,waveplates,1143,1666
wave,wavemaker,1100,1933
wave,waveguided,939,1184
wave,wavelenghts,920,949
wave,wavers,892,986
wave,wavelenght,878,956
wave,wavelab,831,928
wave,wavetrain,755,1080
wave,wavespeed,753,1142
wave,wavetrains,746,989
wave,wavellite,714,1188
wave,waveshapes,649,792
wave,wavemeter,599,967
wave,wavelight,513,826
wave,waveland,450,552
wave,waveheight,363,499
wave,waveriders,357,610
wave,wavelengh,352,386
wave,wavell,349,512
wave,wavespeeds,319,436
wave,wavetable,313,539
wave,wavelenth,271,281
wave,waveshaping,264,352
wave,wavebreaking,257,367
wave,waveney,223,301
wave,wavemaking,215,327
wave,wavecom,214,315
wave,wavertree,205,222
wave,wavefunctional,204,267
wave,wavescan,184,292
wave,wavewatchiii,184,235
wave,wavemetrics,173,202
wave,wavepath,170,301
wave,wavemakers,169,281
wave,wavegan,165,276
wave,wavestar,162,246
wave,waveless,161,223
wave,waveren,148,171
wave,wavelegth,133,133
wave,wavelan,132,183
wave,wavebreak,128,196
wave,waveletbased,128,129
wave,waveg,126,135
wave,wavemeters,125,162
wave,wavesauthors,123,123
wave,wavemodes,122,161
wave,waveglow,116,180
wave,waveburst,115,158
wave,wavelengthes,115,120
wave,wavesurfer,112,162
wave,wavetank,111,145
wave,wavelettransform,110,112
wave,wavernn,105,172
wave,wavey,105,119
wave,wavepropagation,104,108
wave,wavepad,103,131
wave,wavepaths,102,131
wave,wavec,101,127
wave,waveshaper,100,141
wave,wavefunctionals,97,120
wave,wavesin,96,98
vulnerab,vulnerable,694921,822193
vulnerab,vulnerability,457504,725167
vulnerab,vulnerabilities,169595,234280
vulnerab,vulnerabilidad,48152,70626
vulnerab,vulnerabilidade,40373,61294
vulnerab,vulnerables,32910,38043
vulnerab,vulnerabilidades,16262,21635
vulnerab,vulnerabilit,6153,8554
vulnerab,vulnerabilita,3024,4157
vulnerab,vulnerabilite,2319,3210
vulnerab,vulnerabili,1927,2171
vulnerab,vulnerabilitat,1270,1772
vulnerab,vulnerabile,1029,1154
vulnerab,vulnerablen,855,923
vulnerab,vulnerably,588,753
vulnerab,vulnerabilizados,510,565
vulnerab,vulnerabiliza,428,524
vulnerab,vulnerabilizadas,425,515
vulnerab,vulnerabilites,416,509
vulnerab,vulnerabler,413,454
vulnerab,vulnerabel,343,356
vulnerab,vulnerabil,254,267
vulnerab,vulnerabilitats,214,284
vulnerab,vulnerabilty,152,152
vulnerab,vulnerabilizada,106,107
vulnerab,vulnerablity,101,107
vulnerab,vulnerabilis,99,179
vulnerab,vulnerabilizaci,90,100
vulnerab,vulnerabilitate,85,90
vulnerab,vulneraba,84,87
vulnerab,vulnerabilizam,83,86
vulnerab,vulnerabi,82,88
vulnerab,vulnerabilization,81,107
vulnerab,vulnerabilitatea,80,82
vulnerab,vulnerabilizado,65,73
vulnerab,vulnerableto,58,58
vulnerab,vulnerabilizando,52,52
vulnerab,vulnerabilityof,49,50
vulnerab,vulneraban,47,47
vulnerab,vulnerabilisation,47,61
vulnerab,vulnerabilityto,46,46
vulnerab,vulnerabilnosti,41,76
vulnerab,vulnerabilizacao,40,46
vulnerab,vulnerablility,40,41
vulnerab,vulnerab,39,42
vulnerab,vulnerabilizar,37,40
vulnerab,vulnerabilties,37,41
vulnerab,vulnerabilne,36,41
vulnerab,vulnerabilizantes,35,36
vulnerab,vulnerabilitas,33,48
vulnerab,vulnerabiliy,33,33
vulnerab,vulnerabilnih,33,40
vulnerab,vulnerabilized,32,48
vulnerab,vulnerabilizacion,28,46
vulnerab,vulnerabilitiesin,23,23
vulnerab,vulnerabelsten,22,22
vulnerab,vulnerablem,22,27
vulnerab,vulnerabilnost,21,21
vulnerab,vulnerabilised,20,28
vulnerab,vulnerabilityin,19,19
vulnerab,vulnerabl,19,19
vulnerab,vulnerabilityassessment,17,17
vulnerab,vulnerabilityhistoryproject,17,17
vulnerab,vulnerabilizan,17,19
vulnerab,vulnerablegroups,16,16
vulnerab,vulnerablities,16,16
vulnerab,vulnerabilising,15,20
vulnerab,vulnerabiliti,15,31
vulnerab,vulnerabilitiesand,15,15
vulnerab,vulnerabilizing,15,17
vulnerab,vulnerabilni,15,15
vulnerab,vulnerabilnim,15,15
vulnerab,vulnerabiity,14,14
vulnerab,vulnerabilidadesocial,14,14
vulnerab,vulnerabilitiesgiven,14,14
vulnerab,vulnerabiln,14,18
vulnerab,vulnerabilnu,14,14
vulnerab,vulnerabiltiy,14,14
vulnerab,vulnerableness,14,18
vulnerab,vulnerablepopulations,14,14
vulnerab,vulnerabilidadde,13,13
vulnerab,vulnerabilitaten,13,14
vulnerab,vulnerabilityand,13,13
vulnerab,vulnerabilitaet,12,17
vulnerab,vulnerabilityvulnerability,12,15
vulnerab,vulnerabillity,12,12
vulnerab,vulnerabilies,11,11
vulnerab,vulnerabililty,11,11
vulnerab,vulnerabilisierung,11,14
vulnerab,vulnerabilizante,11,11
vulnerab,vulnerabilna,11,13
vulnerab,vulnerableand,11,11
vulnerab,vulnerablein,11,11
vulnerab,vulnerabe,10,10
vulnerab,vulnerabildad,10,10
vulnerab,vulnerabiliad,10,10
vulnerab,vulnerabilida,10,10
vulnerab,vulnerabilidadee,10,10
vulnerab,vulnerabilidaden,10,10
vulnerab,vulnerabilitiy,10,10
virus,virus,1810037,3661847
virus,viruses,418312,744424
virus,virusa,1640,2995
virus,virusom,819,1075
virus,virustotal,796,1140
virus,virusinfektionen,771,867
virus,viruslike,750,989
virus,virusinfektion,737,865
virus,viruset,736,1135
virus,virussen,654,1047
virus,virusi,614,862
virus,viruslast,559,870
virus,virushepatitis,544,637
virus,virusu,469,639
virus,viruse,406,459
virus,viruskrankheiten,380,403
virus,viruslar,363,537
virus,virusne,334,390
virus,virusli,302,511
virus,virusreplikation,288,364
virus,viruserkrankungen,280,296
virus,virusnih,268,361
virus,virusvarianten,229,271
virus,viruspartikel,208,262
virus,virusten,201,325
virus,virusforschung,197,226
virus,viruso,195,297
virus,virusnachweis,188,207
virus,virusin,187,217
virus,virusst,187,251
virus,virusul,187,219
virus,virusvermehrung,171,216
virus,virusinfected,159,161
virus,virusima,154,195
virus,virusarten,151,170
virus,virustatic,150,194
virus,virusun,140,175
virus,virusna,136,142
virus,virusni,132,155
virus,virushepatitiden,120,130
virus,virusspecific,118,122
virus,virusshare,116,140
virus,virusinduced,115,115
virus,viruspartikeln,115,133
virus,virusov,113,141
virus,viruspopluation,112,112
virus,virusinfection,111,115
virus,viruserkrankung,108,116
virus,virusets,96,109
virus,virusdiarrhoe,92,111
virus,virusnog,91,114
virus,virusta,91,115
virus,virustype,89,93
virus,virusunun,89,114
virus,virustatika,88,101
virus,virustiter,88,107
virus,virusnya,86,86
virus,virusului,86,111
virus,virusas,84,128
virus,virusstamm,84,97
virus,viruselimination,83,102
virus,viruspersistenz,78,96
virus,virusinfizierten,77,80
virus,virusausscheidung,75,96
virus,virusand,73,73
virus,virusological,73,76
virus,virusausbreitung,72,88
virus,virusinfectious,71,73
virus,virush,70,87
virus,virusology,68,71
virus,virusantigen,67,79
virus,virusspezifischen,65,75
virus,virusfree,64,73
virus,virusnim,64,66
virus,virusoids,64,89
virus,virusziekten,64,68
virus,virusini,63,79
virus,virusisolierung,63,86
virus,virusolo,63,85
virus,virusproduktion,63,77
virus,virusbedingten,61,63
virus,virusdiagnostik,61,71
virus,virusinfecties,60,65
virus,virusbedingte,58,59
virus,virusinduzierte,58,59
virus,viruslarning,58,88
virus,virusinaktivierung,57,67
virus,virusspezifischer,57,65
virus,virustr,57,75
virus,virusning,54,68
virus,virusspezifische,54,66
virus,virusinduzierten,52,59
virus,virusining,52,64
virus,virusinfectie,51,56
virus,virusresistenz,51,56
virus,virustypen,50,57
virus,viruskonzentration,49,74
virus,virusvariante,49,61
virus,virusscan,48,124
virus,virussjukdom,48,49
violen,violence,794839,1672402
violen,violent,239945,346953
violen,violencia,157844,327517
violen,violences,20508,29235
violen,violently,14627,15299
violen,violenta,12374,14674
violen,violencias,10973,15611
violen,violentos,10521,12666
violen,violenza,10247,16499
violen,violentas,9013,10816
violen,violento,8761,10100
violen,violente,4964,5389
violen,violents,3939,4588
violen,violentes,2926,3154
violen,violen,2013,2567
violen,violentamente,1056,1072
violen,violenze,1026,1201
violen,violenti,890,1023
violen,violentadas,671,827
violen,violentados,611,648
violen,violentar,480,488
violen,violentado,434,447
violen,violentada,422,468
violen,violentando,279,289
violen,violentan,276,284
violen,violens,265,291
violen,violencethese,164,164
violen,violentia,136,160
violen,violenter,118,120
violen,violentemente,108,109
violen,violenc,95,95
violen,violencein,87,91
violen,violenceand,82,84
violen,violenceagainst,73,76
violen,violencesexual,66,67
violen,violentus,64,106
violen,violentam,57,59
violen,violenten,56,56
violen,violentization,55,101
violen,violenceprevention,44,51
violen,violentata,41,43
violen,violencepolitical,39,40
violen,violentiae,39,43
violen,violene,38,60
violen,violencethe,36,36
violen,violencies,36,48
violen,violentolog,33,38
violen,violenciaen,32,32
violen,violenciade,31,33
violen,violencegender,30,30
violen,violentador,30,31
violen,violentaron,28,28
violen,violentum,27,43
violen,violencedomestic,26,26
violen,violenciacontra,26,28
violen,violentadores,26,29
violen,violentiam,26,27
violen,violencea,24,25
violen,violencechild,23,25
violen,violenceis,23,24
violen,violentae,23,23
violen,violentees,23,30
violen,violenceblack,22,22
violen,violencesocial,22,22
violen,violentaci,22,22
violen,violentias,22,22
violen,violentarse,21,23
violen,violencesecurity,20,20
violen,violenceviolence,20,25
violen,violenciay,20,20
violen,violencefemale,19,19
violen,violenceintimate,19,19
violen,violendy,19,19
violen,violentei,19,23
violen,violentate,18,18
violen,violentoides,18,24
violen,violenceafrican,17,17
violen,violentato,17,18
violen,violencefamily,16,16
violen,violencepublic,16,16
violen,violenciasexual,16,16
violen,violencemilitary,15,15
violen,violencestate,15,15
violen,violendings,15,21
violen,violentou,15,15
violen,violenceon,14,15
violen,violencephysical,14,14
violen,violentology,14,15
violen,violenca,13,13
violen,violencearmed,13,13
violen,violenceof,13,13
violen,violencerelated,13,14
violen,violentare,13,13
violen,violentcrime,13,16
violen,violented,13,15
violen,violencehuman,12,12
violen,violenceinternational,12,12
violen,violencemuslim,12,12
violen,violencerisk,12,12
violen,violencethis,12,12
vibrio,vibrio,90314,157914
vibrio,vibrios,4465,7446
vibrio,vibriosis,3250,5214
vibrio,vibrionaceae,1789,2649
vibrio,vibriocidal,599,1221
vibrio,vibrioides,316,346
vibrio,vibrionales,295,386
vibrio,vibrion,190,222
vibrio,vibriophage,179,276
vibrio,vibrions,177,303
vibrio,vibrioid,156,179
vibrio,vibriostatic,144,172
vibrio,vibrionen,136,183
vibrio,vibrionic,125,137
vibrio,vibrioforme,108,183
vibrio,vibrioferrin,102,193
vibrio,vibriobactin,101,228
vibrio,vibriophages,93,145
vibrio,vibrioformis,84,107
vibrio,vibriose,73,104
vibrio,vibriones,64,140
vibrio,vibrioses,56,59
vibrio,vibriocholerae,44,46
vibrio,vibrioparahaemolyticus,40,41
vibrio,vibrioni,38,44
vibrio,vibriolysin,37,64
vibrio,vibrionimonas,30,32
vibrio,vibriocin,25,56
vibrio,vibrionacea,22,22
vibrio,vibriolytic,19,42
vibrio,vibriosi,16,29
vibrio,vibriosp,16,25
vibrio,vibriocidas,14,29
vibrio,vibriofischeri,13,13
vibrio,vibrionivorans,13,14
vibrio,vibriospp,13,14
vibrio,vibrioanguillarum,12,13
vibrio,vibrionet,12,14
vibrio,vibriopsyllus,12,15
vibrio,vibrioalginolyticus,11,15
vibrio,vibriocholera,11,18
vibrio,vibriocins,11,13
vibrio,vibrioes,11,15
vibrio,vibriocida,10,16
vibrio,vibriothrix,10,15
vibrio,vibriocarriers,9,11
vibrio,vibriod,9,10
vibrio,vibrioids,9,10
vibrio,vibriostat,9,10
vibrio,vibriovulnificus,9,10
vibrio,vibrioharveyi,8,8
vibrio,vibriobase,7,20
vibrio,vibriospecies,7,7
vibrio,vibrionaceas,6,6
vibrio,vibrioniens,6,8
vibrio,vibriozis,6,9
vibrio,vibrioflora,5,5
vibrio,vibrioisis,5,5
vibrio,vibriona,5,5
vibrio,vibriost,5,5
vibrio,vibriocinogenic,4,6
vibrio,vibrioferrina,4,18
vibrio,vibriofluvialis,4,4
vibrio,vibrionacae,4,4
vibrio,vibrionaceaes,4,5
vibrio,vibrionenhepatitis,4,4
vibrio,vibrionica,4,4
vibrio,vibrionin,4,10
vibrio,vibrionnant,4,4
vibrio,vibriosin,4,4
vibrio,vibriobacteria,3,3
vibrio,vibriocare,3,6
vibrio,vibriocide,3,5
vibrio,vibriocidin,3,3
vibrio,vibrioisolates,3,3
vibrio,vibriolysins,3,3
vibrio,vibriolysis,3,3
vibrio,vibriomycins,3,3
vibrio,vibrionac,3,4
vibrio,vibrionne,3,3
vibrio,vibrionov,3,3
vibrio,vibriostatique,3,3
vibrio,vibriostratic,3,3
vibrio,vibrious,3,3
vibrio,vibriozisin,3,3
vibrio,vibrioanguillarummvm,2,2
vibrio,vibriobakterier,2,2
vibrio,vibriocarriership,2,2
vibrio,vibriocidins,2,2
vibrio,vibriocine,2,6
vibrio,vibriocorallilyticus,2,2
vibrio,vibriodengan,2,2
vibrio,vibriofagos,2,3
vibrio,vibrioharveyii,2,2
vibrio,vibrioidxire,2,2
vibrio,vibriois,2,2
vibrio,vibriolike,2,2
vibrio,vibrionaceos,2,3
vibrio,vibrionenantigene,2,2
vibrio,vibrionenfunde,2,2
vehicle,vehicle,1322299,2468479
vehicle,vehicles,875648,1405379
vehicle,vehicleid,211,234
vehicle,vehicledynamics,165,201
vehicle,vehicleto,161,162
vehicle,vehicled,83,90
vehicle,vehicletreated,74,81
vehicle,vehiclefor,53,54
vehicle,vehiclepsilas,44,53
vehicle,vehiclesand,43,43
vehicle,vehiclesin,41,41
vehicle,vehiclethese,40,40
vehicle,vehiclesworkshop,29,29
vehicle,vehiclesare,25,26
vehicle,vehicleand,24,24
vehicle,vehiclebased,24,24
