prefix,term,df,ttf
wound,woundswest,10,17
wound,woundy,10,13
wound,woundambit,9,15
wound,woundetl,9,9
wound,woundability,8,8
wound,woundand,8,8
wound,woundarea,8,8
wound,woundclot,8,17
wound,woundfor,8,8
wound,woundingly,8,8
wound,woundology,8,17
wound,woundcarestrategies,7,7
wound,woundingshowing,7,7
wound,woundmanagement,7,10
wound,woundrotor,7,7
wound,woundscapes,7,9
wound,woundscellular,7,7
wound,woundable,6,6
wound,woundcarejournal,6,6
wound,woundchek,6,7
wound,wounddressing,6,6
wound,wounddressings,6,7
wound,woundedly,6,6
wound,woundefiraw,6,6
wound,woundeil,6,7
wound,wounders,6,7
wound,woundeu,6,7
wound,woundmodel,6,6
wound,woundof,6,6
wound,woundpedia,6,9
wound,woundrous,6,6
wound,woundsthe,6,7
wound,woundswere,6,7
wound,woundthat,6,6
wound,woundthe,6,7
wound,woundvac,6,9
wound,woundworts,6,11
wound,woundedand,5,5
wound,woundinducible,5,5
wound,woundlike,5,5
wound,woundmonitor,5,5
wound,woundon,5,5
wound,woundqol,5,5
wound,woundsas,5,5
wound,woundsinternational,5,5
wound,woundsite,5,5
wound,woundsource,5,6
wound,woundsthat,5,5
wound,woundview,5,15
wound,woundcd,4,5
wound,woundcomp,4,5
wound,woundcontraction,4,4
wound,woundedby,4,4
wound,woundel,4,4
wound,woundfigure,4,5
wound,woundily,4,4
wound,woundis,4,5
wound,woundoptomizer,4,4
wildfire,wildfire,44381,91020
wildfire,wildfires,33297,52316
wildfire,wildfirerisk,18,18
wildfire,wildfiresat,15,37
wildfire,wildfirein,6,6
wildfire,wildfiregpt,5,10
wildfire,wildfiremanagement,4,4
wildfire,wildfiresmoke,4,7
wildfire,wildfirecan,3,6
wildfire,wildfirehazardpotential,3,3
wildfire,wildfiresand,3,3
wildfire,wildfiresnicholas,3,3
wildfire,wildfirespreadts,3,8
wildfire,wildfireaguadvances,2,2
wildfire,wildfireand,2,2
wildfire,wildfireandwater,2,2
wildfire,wildfiredb,2,4
wildfire,wildfirefile,2,2
wildfire,wildfirefoam,2,5
wildfire,wildfireinduced,2,2
wildfire,wildfirelessons,2,2
wildfire,wildfirenet,2,8
wildfire,wildfirepredictionstkg,2,2
wildfire,wildfireprograms,2,2
wildfire,wildfirestudydata,2,2
wildfire,wildfireaerosols,1,1
wildfire,wildfireaffected,1,1
wildfire,wildfireassessment,1,1
wildfire,wildfireaware,1,2
wildfire,wildfirecanmmd,1,1
wildfire,wildfirechronosequence,1,1
wildfire,wildfirecorkresiliencenorth,1,1
wildfire,wildfired,1,1
wildfire,wildfiredamaged,1,1
wildfire,wildfiredetect,1,1
wildfire,wildfiredetection,1,1
wildfire,wildfiredriven,1,1
wildfire,wildfireepisode,1,1
wildfire,wildfireevents,1,1
wildfire,wildfirefighters,1,1
wildfire,wildfirefire,1,1
wildfire,wildfirefootprints,1,1
wildfire,wildfirefronts,1,1
wildfire,wildfiregames,1,1
wildfire,wildfiregymnospermsearly,1,1
wildfire,wildfirehaving,1,1
wildfire,wildfirehazard,1,1
wildfire,wildfirei,1,1
wildfire,wildfirel,1,1
wildfire,wildfirelego,1,1
wildfire,wildfirelike,1,1
wildfire,wildfiremonitoring,1,1
wildfire,wildfiren,1,1
wildfire,wildfirenews,1,1
wildfire,wildfireor,1,1
wildfire,wildfireplume,1,1
wildfire,wildfirepopulation,1,1
wildfire,wildfirepro,1,1
wildfire,wildfireprogram,1,1
wildfire,wildfireprogression,1,1
wildfire,wildfireproject,1,1
wildfire,wildfirerain,1,2
wildfire,wildfireresilient,1,1
wildfire,wildfireresponse,1,1
wildfire,wildfiresaaron,1,1
wildfire,wildfiresacknowledgements,1,1
wildfire,wildfiresallison,1,1
wildfire,wildfiresandtechniques,1,1
wildfire,wildfiresarecertainlyakeynaturaldisturbancetoterrestrialmediterraneanecosystems,1,1
wildfire,wildfiresauthorseriklutschiddebrawunchiddylan,1,1
wildfire,wildfiresauthorsrichardpopeidbrian,1,1
wildfire,wildfiresauthorsthomasbuchholziddavidsaahidjasonmoghaddasdavidschmidtsee,1,1
wildfire,wildfiresauthorsyujieliidxiaoqinggaoidzhenchaolijunxiajiangpeidulisee,1,1
wildfire,wildfirescontrolled,1,1
wildfire,wildfiresduring,1,1
wildfire,wildfireseason,1,1
wildfire,wildfireseedinginwesternusforests,1,1
wildfire,wildfireshas,1,1
wildfire,wildfireshave,1,1
wildfire,wildfireshussam,1,1
wildfire,wildfiresidentified,1,1
wildfire,wildfiresimmaps,1,1
wildfire,wildfiresin,1,1
wildfire,wildfiresmark,1,1
wildfire,wildfiresmay,1,1
wildfire,wildfiresnatural,1,1
wildfire,wildfirespecific,1,1
wildfire,wildfirespot,1,1
wildfire,wildfirespreading,1,1
wildfire,wildfiresprevention,1,1
wildfire,wildfiresspotting,1,1
wildfire,wildfirestimothy,1,1
wildfire,wildfiresurveillance,1,1
wildfire,wildfirevance,1,1
wildfire,wildfirewill,1,1
wildfire,wildfireworld,1,1
wildfire,wildfirex,1,3
wildfire,wildfirexslam,1,1
wildfire,wildfirexwind,1,1
wildfire,wildfirez,1,1
wheez,wheezing,22627,41359
wheez,wheeze,10458,22048
wheez,wheezy,1478,2341
wheez,wheezes,1389,1866
wheez,wheezers,493,1078
wheez,wheezed,306,410
wheez,wheezer,62,85
wheez,wheez,41,42
wheez,wheeziness,32,48
wheez,wheezings,7,7
wheez,wheezeing,6,6
wheez,wheezescan,6,16
wheez,wheezin,6,7
wheez,wheeziest,4,4
wheez,wheezingin,4,4
wheez,wheezingul,4,5
wheez,wheezles,4,8
wheez,wheezeand,3,3
wheez,wheezie,3,3
wheez,wheezily,3,3
wheez,wheezinga,3,3
wheez,wheezingand,3,3
wheez,wheezinglocusindependent,3,3
wheez,wheezinglocussnpnearby,3,9
wheez,wheezometer,3,4
wheez,wheezein,2,2
wheez,wheezeintheprevious,2,2
wheez,wheezerate,2,2
wheez,wheezeslike,2,2
wheez,wheezewas,2,2
wheez,wheezi,2,2
wheez,wheezingbaby,2,2
wheez,wheezingcommentary,2,2
wheez,wheezingdauer,2,3
wheez,wheezingis,2,2
wheez,wheezingrate,2,2
wheez,wheezingului,2,3
wheez,wheezle,2,3
wheez,wheezybronchitis,2,2
wheez,wheezywaiter,2,5
wheez,wheezeandother,1,1
wheez,wheezeandthreecontrols,1,1
wheez,wheezeapproximately,1,1
wheez,wheezeaway,1,1
wheez,wheezeblow,1,1
wheez,wheezecamefrom,1,1
wheez,wheezeg,1,1
wheez,wheezeinboysbutnotingirls,1,1
wheez,wheezeinspirations,1,1
wheez,wheezeinthepast,1,1
wheez,wheezel,1,1
wheez,wheezen,1,1
wheez,wheezenden,1,1
wheez,wheezenews,1,1
wheez,wheezeonexposure,1,1
wheez,wheezeprevalence,1,1
wheez,wheezerhinitiseczemadirection,1,1
wheez,wheezerswith,1,1
wheez,wheezesatau,1,1
wheez,wheezesdaniel,1,1
wheez,wheezesemitted,1,1
wheez,wheezesignificantly,1,1
wheez,wheezesound,1,1
wheez,wheezesounds,1,1
wheez,wheezetaiwan,1,1
wheez,wheezethat,1,1
wheez,wheezeunheard,1,1
wheez,wheezewere,1,1
wheez,wheezewhere,1,1
wheez,wheezh,1,9
wheez,wheezian,1,1
wheez,wheezier,1,2
wheez,wheezies,1,1
wheez,wheezihg,1,1
wheez,wheezingchildhood,1,1
wheez,wheezingdiagnosis,1,1
wheez,wheezingedno,1,1
wheez,wheezingedyes,1,1
wheez,wheezingereignisse,1,1
wheez,wheezingereignissen,1,1
wheez,wheezingfainting,1,1
wheez,wheezingfor,1,1
wheez,wheezinggroup,1,1
wheez,wheezinggroupweremainlyviralinfectionsandallergens,1,1
wheez,wheezinginpatientyes,1,2
wheez,wheezingintegrate,1,1
wheez,wheezingl,1,1
wheez,wheezingmethods,1,1
wheez,wheezingnya,1,1
wheez,wheezingreviewer,1,1
wheez,wheezingsymptom,1,1
wheez,wheezingsymptoms,1,1
wheez,wheezingthat,1,1
wheez,wheezingtypes,1,1
wheez,wheezingwas,1,1
wheez,wheezingxx,1,1
wheez,wheeznil,1,1
wheez,wheezo,1,1
wheez,wheezometry,1,1
wheez,wheezs,1,1
wave,wave,3549113,5452143
wave,wavelength,1943599,2385451
wave,waves,1596297,3024025
wave,waverforms,481930,481930
wave,wavelengths,258322,328205
wave,wavelet,256059,545178
wave,waveguide,227044,427443
wave,waveform,174715,277773
wave,waveforms,117492,171438
wave,waveguides,104024,171244
wave,wavefront,51092,97149
wave,wavelets,39154,61401
wave,wavenumber,36604,52309
wave,wavefunction,23383,32206
wave,wavefunctions,19512,25403
wave,wavenumbers,15750,20194
wave,wavefield,13706,24095
wave,wavefronts,8797,11741
wave,waveguiding,7356,9267
wave,waveband,6919,9947
wave,wavevector,6335,7875
wave,wavepacket,5653,8651
wave,wavebands,5519,7058
wave,wavefields,5237,7944
wave,waved,5041,6279
wave,waverly,3818,5058
wave,waverley,3568,4666
wave,wavepackets,3535,4906
wave,wavelike,3524,4211
wave,waver,3162,3314
wave,wavering,3057,3269
wave,wavevectors,2262,2638
wave,wavewatch,1661,2233
wave,waverider,1436,2937
wave,waveplate,1389,2216
wave,wavered,1389,1411
wave,waveshape,1277,1553
wave,waveone,1267,3144
wave,wavenet,1171,2222
wave,waveplates,1094,1581
wave,wavemaker,1073,1890
wave,waveguided,917,1155
wave,wavelenghts,904,933
wave,wavers,883,977
wave,wavelenght,862,940
wave,wavelab,828,924
wave,wavetrain,740,1059
wave,wavespeed,729,1112
wave,wavetrains,723,966
wave,waveshapes,633,776
wave,wavemeter,590,952
wave,wavelight,505,817
wave,wavellite,493,781
wave,waveland,449,549
wave,waveheight,358,494
wave,waveriders,354,607
wave,wavelengh,351,385
wave,wavell,330,487
wave,wavespeeds,311,426
wave,wavetable,305,530
wave,wavelenth,268,278
wave,waveshaping,258,345
wave,wavebreaking,250,360
wave,wavecom,214,315
wave,waveney,214,285
wave,wavemaking,213,323
wave,wavertree,205,222
wave,wavefunctional,193,255
wave,wavescan,183,291
wave,wavemetrics,170,199
wave,wavewatchiii,168,214
wave,wavemakers,164,270
wave,waveless,158,220
wave,wavepath,156,276
wave,wavegan,155,261
wave,wavestar,153,235
wave,waveren,147,170
wave,wavelegth,133,133
wave,wavelan,130,180
wave,wavebreak,128,196
wave,waveg,126,135
wave,waveletbased,126,127
wave,wavemeters,123,160
wave,wavesauthors,123,123
wave,wavemodes,118,157
wave,waveglow,114,175
wave,waveburst,113,156
wave,wavelengthes,112,117
wave,wavesurfer,111,161
wave,wavetank,109,143
wave,wavelettransform,107,109
wave,wavernn,104,170
wave,wavey,104,118
wave,wavepad,103,131
wave,wavepropagation,100,104
wave,wavec,99,117
wave,waveshaper,98,139
wave,wavefunctionals,95,118
wave,wavel,94,119
wave,wavelenghth,92,97
vulnerab,vulnerable,659341,780333
vulnerab,vulnerability,430346,682803
vulnerab,vulnerabilities,156606,217601
vulnerab,vulnerabilidad,45761,67356
vulnerab,vulnerabilidade,38104,58256
vulnerab,vulnerables,31247,36134
vulnerab,vulnerabilidades,15164,20253
vulnerab,vulnerabilit,5839,8118
vulnerab,vulnerabilita,2881,3971
vulnerab,vulnerabilite,2307,3194
vulnerab,vulnerabili,1812,2034
vulnerab,vulnerabilitat,1168,1614
vulnerab,vulnerabile,976,1097
vulnerab,vulnerablen,799,866
vulnerab,vulnerably,561,723
vulnerab,vulnerabilizados,457,504
vulnerab,vulnerabilites,408,499
vulnerab,vulnerabiliza,400,490
vulnerab,vulnerabler,387,427
vulnerab,vulnerabilizadas,369,454
vulnerab,vulnerabel,323,335
vulnerab,vulnerabil,238,251
vulnerab,vulnerabilitats,181,235
vulnerab,vulnerabilty,150,150
vulnerab,vulnerabilizada,101,102
vulnerab,vulnerabilis,97,177
vulnerab,vulnerablity,94,100
vulnerab,vulnerabilitate,84,89
vulnerab,vulnerabi,82,88
vulnerab,vulnerabilization,79,105
vulnerab,vulneraba,78,79
vulnerab,vulnerabilitatea,78,80
vulnerab,vulnerabilizam,77,80
vulnerab,vulnerabilizaci,69,72
vulnerab,vulnerabilizado,62,68
vulnerab,vulnerableto,58,58
vulnerab,vulnerabilizando,49,49
vulnerab,vulnerabilityof,47,48
vulnerab,vulnerabilisation,46,60
vulnerab,vulneraban,44,44
vulnerab,vulnerabilityto,42,42
vulnerab,vulnerabilnosti,41,76
vulnerab,vulnerabilizacao,40,46
vulnerab,vulnerablility,39,40
vulnerab,vulnerab,38,41
vulnerab,vulnerabilne,36,41
vulnerab,vulnerabilties,36,40
vulnerab,vulnerabilizantes,34,35
vulnerab,vulnerabilitas,33,48
vulnerab,vulnerabilizar,33,34
vulnerab,vulnerabilnih,33,40
vulnerab,vulnerabiliy,32,32
vulnerab,vulnerabilized,31,47
vulnerab,vulnerabilizacion,28,46
vulnerab,vulnerabelsten,22,22
vulnerab,vulnerablem,22,27
vulnerab,vulnerabilnost,21,21
vulnerab,vulnerabilised,19,26
vulnerab,vulnerabl,19,19
vulnerab,vulnerabilityassessment,17,17
vulnerab,vulnerabilityhistoryproject,17,17
vulnerab,vulnerabilizan,17,19
vulnerab,vulnerabilityin,16,16
vulnerab,vulnerablegroups,16,16
vulnerab,vulnerablities,16,16
vulnerab,vulnerabilni,15,15
vulnerab,vulnerabilnim,15,15
vulnerab,vulnerabiity,14,14
vulnerab,vulnerabiliti,14,30
vulnerab,vulnerabilitiesgiven,14,14
vulnerab,vulnerabilitiesin,14,14
vulnerab,vulnerabilizing,14,16
vulnerab,vulnerabilnu,14,14
vulnerab,vulnerabiltiy,14,14
vulnerab,vulnerabilidadde,13,13
vulnerab,vulnerabilidadesocial,13,13
vulnerab,vulnerabilising,13,17
vulnerab,vulnerabilitaten,13,14
vulnerab,vulnerabilityand,13,13
vulnerab,vulnerabiln,13,17
vulnerab,vulnerabilitaet,12,17
vulnerab,vulnerabilityvulnerability,12,15
vulnerab,vulnerabillity,12,12
vulnerab,vulnerableness,12,16
vulnerab,vulnerabilies,11,11
vulnerab,vulnerabililty,11,11
vulnerab,vulnerabilizante,11,11
vulnerab,vulnerabilna,11,13
vulnerab,vulnerableand,11,11
vulnerab,vulnerablein,11,11
vulnerab,vulnerablepopulations,11,11
vulnerab,vulnerabe,10,10
vulnerab,vulnerabildad,10,10
vulnerab,vulnerabiliad,10,10
vulnerab,vulnerabilida,10,10
vulnerab,vulnerabilidadee,10,10
vulnerab,vulnerabilidaden,10,10
vulnerab,vulnerabilitiy,10,10
vulnerab,vulnerablepopulation,10,10
vulnerab,vulnerabilisierung,9,12
virus,virus,1767592,3579613
virus,viruses,405899,722176
virus,virusa,1575,2843
virus,virusom,802,1055
virus,virustotal,758,1094
virus,virusinfektionen,749,840
virus,viruslike,740,975
virus,virusinfektion,711,828
virus,viruset,629,1001
virus,virussen,588,935
virus,virusi,581,814
virus,viruslast,519,803
virus,virushepatitis,496,588
virus,virusu,463,629
virus,viruse,396,446
virus,viruskrankheiten,357,380
virus,viruslar,350,522
virus,virusne,308,362
virus,virusreplikation,276,351
virus,viruserkrankungen,271,287
virus,virusli,265,446
virus,virusnih,252,342
virus,virusvarianten,221,261
virus,viruspartikel,201,255
virus,viruso,195,297
virus,virusten,193,311
virus,virusin,185,215
virus,virusnachweis,185,204
virus,virusul,182,214
virus,virusforschung,181,210
virus,virusst,173,236
virus,virusvermehrung,167,210
virus,virusinfected,157,159
virus,virusima,148,188
virus,virustatic,145,185
virus,virusarten,144,163
virus,virusun,138,173
virus,virusna,134,140
virus,virusni,129,152
virus,virushepatitiden,117,127
virus,virusspecific,117,121
virus,virusinduced,114,114
virus,virusshare,113,137
virus,viruspopluation,112,112
virus,viruspartikeln,111,127
virus,virusov,108,136
virus,virusinfection,107,111
virus,viruserkrankung,105,113
virus,virusnog,90,113
virus,virusta,89,113
virus,virusunun,89,114
virus,virustype,88,92
virus,virusnya,86,86
virus,virustatika,86,99
virus,virusets,85,98
virus,virusas,84,128
virus,virustiter,84,102
virus,virusului,84,109
virus,virusstamm,83,96
virus,virusdiarrhoe,82,101
virus,viruselimination,82,101
virus,viruspersistenz,77,95
virus,virusausscheidung,74,95
virus,virusinfizierten,74,77
virus,virusological,73,76
virus,virusand,71,71
virus,virusausbreitung,71,85
virus,virusinfectious,71,73
virus,virush,68,85
virus,virusology,68,71
virus,virusantigen,67,79
virus,virusfree,64,73
virus,virusziekten,64,68
virus,virusini,63,79
virus,virusisolierung,63,86
virus,virusoids,63,88
virus,virusspezifischen,62,72
virus,virusdiagnostik,61,71
virus,virusproduktion,61,75
virus,virusbedingten,58,60
virus,virusnim,58,60
virus,virusinfecties,57,62
virus,virustr,57,75
virus,virusbedingte,56,57
virus,viruslarning,56,86
virus,virusolo,56,74
virus,virusinduzierte,55,56
virus,virusspezifische,53,65
virus,virusspezifischer,51,59
virus,virusinaktivierung,50,60
virus,virusinduzierten,50,57
virus,virusresistenz,50,55
virus,virustypen,49,56
virus,virusinfectie,48,53
virus,virusscan,48,124
virus,viruskonzentration,47,71
virus,virusvariante,47,58
virus,viruss,45,56
virus,virussicherheit,45,54
virus,virusgrippe,44,54
violen,violence,764975,1610277
violen,violent,232170,335752
violen,violencia,152261,315685
violen,violences,19708,27921
violen,violently,14221,14874
violen,violenta,11997,14243
violen,violencias,10441,14878
violen,violentos,10125,12201
violen,violenza,9903,15910
violen,violentas,8715,10460
violen,violento,8492,9792
violen,violente,4825,5234
violen,violents,3833,4468
violen,violentes,2874,3085
violen,violen,1976,2526
violen,violentamente,1023,1039
violen,violenze,1009,1182
violen,violenti,862,990
violen,violentadas,652,808
violen,violentados,582,615
violen,violentar,467,475
violen,violentada,420,466
violen,violentado,417,430
violen,violentan,270,278
violen,violentando,270,280
violen,violens,265,291
violen,violencethese,164,164
violen,violentia,132,154
violen,violenter,113,115
violen,violentemente,106,107
violen,violenc,95,95
violen,violencein,86,90
violen,violenceand,80,82
violen,violenceagainst,73,76
violen,violencesexual,66,67
violen,violentus,60,100
violen,violentam,56,58
violen,violenten,53,53
violen,violentization,52,98
violen,violenceprevention,43,50
violen,violencepolitical,39,40
violen,violene,38,60
violen,violentata,38,40
violen,violentiae,38,42
violen,violencethe,36,36
violen,violencies,34,46
violen,violenciade,31,33
violen,violenciaen,31,31
violen,violentolog,31,36
violen,violencegender,30,30
violen,violentador,29,30
violen,violentaron,27,27
violen,violentum,27,43
violen,violencedomestic,26,26
violen,violenciacontra,26,28
violen,violentadores,26,29
violen,violentiam,26,27
violen,violencechild,23,25
violen,violenceis,23,24
violen,violencea,22,23
violen,violenceblack,22,22
violen,violentees,22,29
violen,violentias,22,22
violen,violencesocial,21,21
violen,violentae,21,21
violen,violencesecurity,20,20
violen,violentarse,20,22
violen,violencefemale,19,19
violen,violenceintimate,19,19
violen,violenceviolence,19,24
violen,violenciay,19,19
violen,violentaci,19,19
violen,violentei,19,23
violen,violendy,18,18
violen,violentoides,18,24
violen,violenceafrican,17,17
violen,violentato,17,18
violen,violencefamily,16,16
violen,violencepublic,16,16
violen,violenciasexual,16,16
violen,violentate,16,16
violen,violencemilitary,15,15
violen,violencestate,15,15
violen,violenceon,14,15
violen,violencephysical,14,14
violen,violenca,13,13
violen,violencearmed,13,13
violen,violencerelated,13,14
violen,violented,13,15
violen,violentology,13,14
violen,violentou,13,13
violen,violencehuman,12,12
violen,violenceinternational,12,12
violen,violencemuslim,12,12
violen,violenmacher,12,12
violen,violentaban,12,12
violen,violentand,12,12
violen,violentare,12,12
violen,violentarla,12,12
violen,violentcrime,12,15
vibrio,vibrio,88449,154190
vibrio,vibrios,4408,7355
vibrio,vibriosis,3158,5030
vibrio,vibrionaceae,1725,2569
vibrio,vibriocidal,592,1209
vibrio,vibrioides,312,342
vibrio,vibrionales,285,376
vibrio,vibrion,186,217
vibrio,vibrions,175,301
vibrio,vibriophage,170,261
vibrio,vibrioid,153,176
vibrio,vibriostatic,143,171
vibrio,vibrionic,124,136
vibrio,vibrionen,121,166
vibrio,vibrioforme,108,183
vibrio,vibrioferrin,100,191
vibrio,vibriobactin,99,222
vibrio,vibriophages,88,137
vibrio,vibrioformis,84,107
vibrio,vibriose,71,102
vibrio,vibriones,62,137
vibrio,vibrioses,56,59
vibrio,vibriocholerae,44,46
vibrio,vibrioni,38,44
vibrio,vibrioparahaemolyticus,38,39
vibrio,vibriolysin,37,64
vibrio,vibrionimonas,30,32
vibrio,vibriocin,25,56
vibrio,vibrionacea,20,20
vibrio,vibriolytic,19,42
vibrio,vibriosi,16,29
vibrio,vibriosp,16,25
vibrio,vibriocidas,14,29
vibrio,vibriofischeri,13,13
vibrio,vibrionivorans,13,14
vibrio,vibriospp,13,14
vibrio,vibrioanguillarum,12,13
vibrio,vibrionet,12,14
vibrio,vibriopsyllus,12,15
vibrio,vibrioalginolyticus,11,15
vibrio,vibriocholera,11,18
vibrio,vibriocins,11,13
vibrio,vibrioes,11,15
vibrio,vibriocida,10,16
vibrio,vibriocarriers,9,11
vibrio,vibriod,9,10
vibrio,vibrioids,9,10
vibrio,vibriostat,9,10
vibrio,vibriothrix,9,14
vibrio,vibriovulnificus,9,10
vibrio,vibrioharveyi,8,8
vibrio,vibriobase,7,20
vibrio,vibriospecies,7,7
vibrio,vibrionaceas,6,6
vibrio,vibrioniens,6,8
vibrio,vibriozis,6,9
vibrio,vibrioflora,5,5
vibrio,vibrioisis,5,5
vibrio,vibriona,5,5
vibrio,vibriost,5,5
vibrio,vibriocinogenic,4,6
vibrio,vibrioferrina,4,18
vibrio,vibriofluvialis,4,4
vibrio,vibrionacae,4,4
vibrio,vibrionaceaes,4,5
vibrio,vibrionenhepatitis,4,4
vibrio,vibrionica,4,4
vibrio,vibrionin,4,10
vibrio,vibrionnant,4,4
vibrio,vibriosin,4,4
vibrio,vibriobacteria,3,3
vibrio,vibriocare,3,6
vibrio,vibriocide,3,5
vibrio,vibriocidin,3,3
vibrio,vibrioisolates,3,3
vibrio,vibriolysins,3,3
vibrio,vibriolysis,3,3
vibrio,vibrionac,3,4
vibrio,vibrionne,3,3
vibrio,vibriostatique,3,3
vibrio,vibriostratic,3,3
vibrio,vibrious,3,3
vibrio,vibriozisin,3,3
vibrio,vibrioanguillarummvm,2,2
vibrio,vibriobakterier,2,2
vibrio,vibriocarriership,2,2
vibrio,vibriocidins,2,2
vibrio,vibriocine,2,6
vibrio,vibriodengan,2,2
vibrio,vibriofagos,2,3
vibrio,vibrioidxire,2,2
vibrio,vibriois,2,2
vibrio,vibriolike,2,2
vibrio,vibrionaceos,2,3
vibrio,vibrionenantigene,2,2
vibrio,vibrionenfunde,2,2
vibrio,vibrionien,2,3
vibrio,vibrionlar,2,2
vibrio,vibrionnante,2,2
vibrio,vibrionov,2,2
vehicle,vehicle,1284692,2401480
vehicle,vehicles,845934,1359295
vehicle,vehicleid,207,230
vehicle,vehicledynamics,165,201
vehicle,vehicleto,151,152
vehicle,vehicled,82,89
vehicle,vehicletreated,74,81
vehicle,vehiclefor,50,51
vehicle,vehiclepsilas,44,53
vehicle,vehiclesand,42,42
vehicle,vehiclethese,40,40
vehicle,vehiclesin,37,37
vehicle,vehiclesworkshop,29,29
vehicle,vehicleand,24,24
vehicle,vehiclebased,24,24
vehicle,vehiclerouting,24,31
vehicle,vehiclesare,24,25
vehicle,vehicleborne,23,26
