document_id,external_id,name,file_path
23577000,7279ac44-cb19-447c-832e-ae353aac9d9b,Cost and carbon footprint comparison of mobile pulmonary rehabilitation (m-PR) and centre-based pulmonary rehabilitation,
379644011,735258bb-15e3-4f21-8b7a-673301782912,Observation of black carbon in Northern China in winter of 2018–2020 and its implications for black carbon mitigation,
1632434,74c2da5c-c005-460b-93bc-09bc3f5b77e4,Reversing climate policy stereotypes: Evidence from an energy-dependent region and China's major economic circles,
487453627,778f3b7c-8c5c-438c-9bf3-19a3f3a66ada,A Hydrologic Climate Study for an Arid Region,
2649909170,79847fe1-3c7d-4351-b035-78341c01f774,Spatial regression analysis in hemorrhagic fever with renal syndrome (HFRS) in China,
2137327377,7b2e93d4-e0da-4f22-81ec-23a2d8f22835,,
4341767,7d9f68e0-aacf-4888-8f95-f2611376c59a,Unravelling the Correlation between the Optical Properties and Oxidative Potential of Atmospheric Fine Particulate Matter in the Tibetan Plateau,
16030438,7de0758e-bbe0-4433-8e21-fcdcbcea9ec9,"Rice Blast Forecasting Using Interval Valued Data at Coimbatore, India",
8197415,82f4ecd2-56de-44e3-aa45-7bb8c09b363f,Reply on RC1,
907750,842b4407-f804-4bde-85fd-e14aa1519d35,Sustainability-Based Flood Hazard Mapping of the Swannanoa River Watershed,
42088,88a1b2c8-f132-4925-9cc5-219f0c2c0671,The changing health effects of air pollution exposure for respiratory diseases: a multicity study during 2017–2022,
58762,8949736c-3dbd-485e-8d8e-f22548c9f996,An IoT-based ensemble framework for climate change monitoring and forecasting of disasters,
7069223,89f35dc7-f60a-4dfd-89d6-07a77ba77bab,Revisiting the Management of Water–Energy Systems under the Umbrella of Resilience Optimization,
5789539,8a6ad26e-05ce-4c23-ae84-9ac852dd9db6,VENTILATION AND AIR CONDITIONING SYSTEMS FOR A HOSPITAL WARD,
3194,8bf2319b-14a1-4028-b112-0c6c3a8de159,Persistent Uncertainties in Ocean Net Primary Production Climate Change Projections at Regional Scales Raise Challenges for Assessing Impacts on Ecosystem Services,
52662,8c4a7055-ef75-41c6-ab40-95d237b59a61,"Spatio-Temporal Variation and Future Sustainability of Net Primary Productivity from 2001 to 2021 in Hetao Irrigation District, Inner Mongolia",
97493682,8ca7142f-f997-4e71-9bef-3002095ec030,A Systematic Literature Review of the Contribution of Past Climate Information Services Pilot Projects in Climate Risk Management,
5199672,8da4e638-b840-49d5-8cdc-a149ada78267,Greenhouse Gas Emissions in New Zealand: A Preliminary Consumption-Based Analysis,
388257,8e1a3ab6-6e51-4fa0-b41f-b1a70981752a,Uncertain climate futures - on optimality and robustness of climate adaptation options,
43383093,91379138-3d84-4218-bdf9-a919babf17f7,Contribution of regional versus trans-regional anthropogenic sources to the particulate matter over western India derived from high-resolution modeling,
9587,9394bc32-630d-4128-8dfc-04448776fd1f,"Climate and mortality in Australia: retrospective study, 1979-1990, and predicted impacts in five major cities in 2030",
6292633,9797545e-e727-43ac-a656-ad55ec94c1dd,Meningococcal Meningitis in Sub-Saharan Africa: A Model for the Epidemic Process,
704433831,982b5f05-65fb-4b76-9632-fbac54cb6b96,Air Pollution and the Inner-City.,
673646,99a09a41-8d83-4d76-8f76-118134c0f83e,"Monitoring reformulated gasoline in Milwaukee, Wisconsin",
3984623516,9a6cad47-1b40-4579-a543-712c145fb145,Improving flood disaster preparedness in riverbank communities through digital mapping and community-based disaster mitigation,
20182,9aa33bd4-004c-4b49-8a5e-d3743a19a83b,Petroleum-related employment and renal cell cancer.,
731154288,9ae92e2c-f788-4166-ae2e-e26bb1c6134f,Machine learning to characterize and explain the fine-scale temporal variability of UHI,
833718,9eb4cbf8-8c05-472d-8ed8-f4f08e1a90c7,DESERTIFICATION AND ENVIRONMENTAL SECURITY. THE CASE OF CONFLICTS BETWEEN FARMERS AND HERDERS IN THE ARID ENVIRONMENTS OF THE SAHEL,
457065439,9f5a34a6-4c71-44ad-b5fe-d2561937fdd7,Effect of demographic and seasonal variability on an influenza epidemic in a metapopulation model,
395594,a1fa33e7-5a7a-48c9-820a-2df5f711c911,,
347011,a2382563-97d5-44e3-a1fe-22584b6a15ea,Information mining and comparison analysis of PM2.5 periodical paper both in English and Chinese in China,
20875293,a30122ac-7d07-4ecb-a616-3d7a2832bedf,Study of Drought Using the Theory of Run and Hydrological Drought Index and its Relationship to Reservoir Storage at the Batubai Dam and Pengga Dam,
939836579,a4296457-83c3-4e36-9046-ec1eea7bd31e,"Editorial: Climate change, land, water and food security: perspectives from Sub-Saharan Africa",
555225,a69c301d-2edd-4e22-927d-1dbf9de62d85,Inequality and the Agrarian World,
78777683,a85327ba-166e-49c7-b230-d250854d366e,GPS implementation in sensing node network system for landslide disaster,
85497,a88dca7d-40f0-4ff1-a235-6aab55e35a36,Addressing water resource management challenges in the context of climate change and human influence,
747103751,aabb97f3-4b3b-49f8-9ca7-d6f9ead26c4e,Evaluating carbon performance in the water industry: A longitudinal analysis of England and Wales,
4049454059,aaca8483-a725-4815-84fb-539f5a063494,Reply on RC2,
444774,abad230d-dffb-43eb-a962-5c28f2255d7e,,
44802153,acb33710-9424-4cd8-9453-2f692c18a632,"OBSERVED SHIFT AND MERGE OF HYDROLOGICAL REGIMES IN THE SOTA CATCHMENT, BENIN; AN EVIDENCE OF CLIMATE CHANGE",
40999116,acd732ea-5e20-4408-bdb6-d29e56a0951a,"Diagnosis of evapotranspiration controlling factors in the Heihe River basin, northwest China",
4998543,adb5e0e1-687b-4a66-8fe0-770a10fb029b,Feasibility of Condensate Recovery in Humid Climates,
25828618,aec54ccd-7c40-45e7-91b1-b350240eb2e6,A Novel Portable Wave-Driven Desalination System for Emergencies and Remote Coastal Communities,
315068,afb1577d-9687-4130-8677-746fc7d16c41,"Analysis of transported pollution and haze-related diseases via HYSPLIT Trajectory Modelling in the urbanized area of Johor, Malaysia",
1397339323,b3f4e3fd-f295-4c56-afff-4daf770cc189,"Aesthetics of green dispossession: From coal to wind extraction in La Guajira, Colombia",
663834,b60e6912-4204-40ac-8d6e-31a02170487d,Mixtures modeling identifies chemical inducers versus repressors of toxicity associated with wildfire smoke,
468430,b6f489f7-c044-4a63-a356-cc68f4d7c6c0,Reprint of Ecological health status of the Lagos wetland ecosystems: Implications for coastal risk reduction,
3631828,b9cc277c-9fa4-42d3-b837-265972f5f41b,Screening and identification of a nitrogen fixing bacteria with 1-aminocyclopropane-1-carboxylate deaminase activity,
575571,ba441f05-1090-4b93-8e9a-aeafed76ca09,Will variations in malaria prevalence due to climate change have clinical implications in the northern hemisphere?,
4598678,bd7472af-71f1-4ddf-b87e-50e1574eff00,Bangladesh’s Flooding: Coping Strategies of Flood Affected People of Nageshwari Upazila,
242834232,c335eb4b-a3d3-4b10-8019-523fb9db0210,Recurrent outbreaks of disease in sea urchins Strongylocentrotus droebachiensis in Nova Scotia:evidence for a link with large-scale meteorologic and oceanographic events,
49446419,c382ef5a-54f9-4196-9b99-1720f1bb693a,CO2 Storage in Subsurface Formations: Impact of Formation Damage,
4214692229,c3d8193b-758a-4815-a987-75615d0e1b7d,,
36706,c8f2d54e-40f0-40bb-985f-7b929c397ee6,A comparative CO<sub>2</sub> emissions analysis and mitigation strategies of short-sea shipping and road transport in the Marmara Region,
1700047379,c8f85f70-1381-41d7-b985-2c551012aa0f,ارزیابی زراعی و اقتصادی کشت مخلوط گلرنگ (.Carthamus tinctorius L) و نخود (.Cicer arietinium L) تحت شرایط کاربرد عناصر ریزمغذی,
2886291144,cb02e124-5ab6-4f31-9d8c-892d4ca38d25,Assessment of food security situation in Ethiopia.,
4034271,cc0e6b81-35cb-43dc-9454-b2d5a652191d,Urban particulate matter pollution: a tale of five cities,
252150686,cc466fd6-69a5-413d-8c63-4f6cdc88f5ff,Environmental Analysis on Urban Transportation Problem of Developing Countries Arising from Model Reference Adaptive Theory,
9681492,ccb5a3c2-3b84-4989-b78f-6a7519beae42,"Blue carbon science, management and policy across a tropical urban landscape",
603894,d1ece41d-326f-407d-90de-fce51550a6d3,"Heat stress in goat (Capra hircus): Impacts on physiological responses, production, and reproduction",
274500889,d661f49c-fce2-4b1c-a4d7-250da062e7dd,"Techno-economic feasibility of tomato (Solanum lycopersicum) hybrids for year-round cultivation in Andamans, India",
1439120078,d999dd92-7ea4-44e9-b1b4-9096753e9e1a,"Holistic tool for ecosystem services and disservices assessment in the urban forests of the Real Bosco di Capodimonte, Naples",
84845970,d9ab3e21-aeea-4bfb-9b33-4a4734946653,"A Two-Stage, Self-Pressure-Controlled Smart Manhole System with Motor-Driven and Lifting Mechanisms for Enhanced Flood Disaster Preparedness",
3734997962,dd4a9be4-d3c9-417f-8000-4f1e468f6092,Complexities of Extreme Rainfall in the Philippines,
2818738296,de177106-c162-498b-8f80-448fd74ce669,Introduction of microgeneration and energy-saving technologies within the concept of green economy: foreign experience and Russia,
3630,e6d0618e-0719-45a1-806c-5d764ee3785c,Advanced structural interventions for slope stabilization and disaster resilience,
263590,e6f141f3-32b4-4e6a-8ef8-59acc5158705,Improving waste systems in the global south to tackle international environmental impacts,
1612937,eb1cd0b0-2987-4f1f-951e-79f7de1e7b88,"Assessing the language availability, readability, suitability and comprehensibility of heat-health messaging content on health authority webpages and online resources in Canada",
417545,f6d9deb8-a55f-46ab-958f-75f6f2ea06d2,Adaptation to climate change and climate variability: The importance of understanding agriculture as performance,
92627,f92fe3aa-9da5-4446-ba21-6b2d894d81d5,,
5997,ff6ec2b7-f98e-4d62-bfa5-194fc8797577,Interpretability of Aviation Weather Information Displays for General Aviation,
