document_id,external_id,name,file_path
4590,36e713e7-deb4-466e-8962-a7eb783eccef,A cross-cultural exploration of early childhood educators’ beliefs and experiences around the use of touchscreen technologies with children under 3 years of age,
68335678,37472b37-1ecf-4dee-ba11-15e3c9243818,"Cartographies of Everyday Conflicts in Public Spaces. Informal Micro-activities on Formal Infrastructure. Carapungo Entry Park, Quito",
921086,377b7727-1b9f-4fd3-bf1c-7b11a7b73828,,
5133340359,378085c7-e574-4278-9471-624edde29d42,"Subjective Well-Being, Work Motivation and Organizational Commitment of Chinese Hotel Frontline Employees: A Moderated Mediation Study",
75313,37b7b6e8-f0f1-47ec-b313-b08af971ae5c,Does intellectual disability research consider the potential impact of geographic location?,
3968,381dfeb0-64ff-4587-9a5b-9ec154e23ebf,The present statns of overseas mine emergency refuge chamber technology,
3634593,384fac3b-6696-44be-bb47-87d9b66b3e6c,"Numerical investigation of heat and moisture migration in clayey and sandy soils, exploring seasonal fluctuations",
332247103,385aa8aa-3a45-4c97-bfed-5f21bb300128,Nutraceutical uses and phytochemistry of Sesamum indicum,
31989817,389dc3a9-be09-4bef-85ae-ba5f7cc2412b,Impact of road geometric design elements on road traffic accidents in the city of Yaounde Cameroon,
42217886,38c2095e-afd4-41ec-881c-6231082bac2d,Steel Work Design and Analysis of a Mobile Floor Crane,
8258,39105fc1-977d-45ec-913b-6e376ae9281e,Isolation and Identification of Pathogenic Fungi Causing Decayin Luotian Chestnut during Late Storage Period and Research on Pathogenicity,
7418,39649e6d-22fa-4eb0-887e-428d094cd979,Removal of Co <sup>2+</sup> Ions in Aqueous Solution via Capacitive Deionization Using a TiO <sub>2</sub> Nanoparticle-Based Electrode,
106849,39744ac9-6ebd-46d1-93ac-c3a09ebafb3a,"Pressurized low polarity water extraction of lignans, proteins and carbohydrates from flaxseed meal",
6120,39d2cfcc-d182-433e-b358-42c1185d512e,Zinc Accounting for Lowland Rice (Oryza sativa L.) Under Different Methods of Zinc Application with Green Leaf Manuring,
76110,39eb14ec-d9ab-4783-b904-0c26a0c495e4,,
622390655,3a333026-9049-4d1d-a2a0-13a6c4154b8a,,
69814,3aad70c1-a049-4b2a-8301-2ebb0d2bc7fe,Subsoiling and Potassium Placement Effects on Water Relations and Yield of Cotton,
82269,3af45b8e-1272-494a-9415-3215d92d97cb,Rhodanine derivative LJ001 inhibits TGEV and PDCoV replication in vitro,
83095195,3b3f0355-55c2-4847-ad3d-393dd157f76c,Potential nanotechnology applications for reducing freshwater consumption at coal fired power plants : an early view.,
48125,3b8c6901-635a-48eb-987f-676b00ec4b1e,Promoting mental health of immigrant seniors in community,
95305052,3b9b93c9-349e-486f-b45d-a990bc073528,Variants of the promoter of <i>MYH6</i> gene in congenital isolated and sporadic patent ductus arteriosus: case-control study and cellular functional analyses,
321045,3bd0a7b0-30f2-42c5-afe6-5a9b8d5d024b,Building a PCK Proposal for Primary Teacher Education in Electrostatic,
12784,3ca67a20-2801-431a-a405-4b96901a6695,JMJ27‐mediated histone H3K9 demethylation positively regulates drought‐stress responses in Arabidopsis,
64427,3cc23bac-8db1-4198-8eba-e311505c5224,Wartime research on malaria chemotherapy.,
9392410,3d1b69c4-4443-473d-9757-2025bed395e1,TRANSPORTATION AND QUALITY OF LIFE,
67548,3d490922-3379-4092-9d5b-f1c7604cd51b,,
22339,3d63f91c-fdd7-45c1-be82-a5252d727499,Significance of dietary sulphur and sulphate reducing bacteria in lactating dairy cattle: A review,
48035405,3de52b5d-ad86-47d8-b524-2291a43dbc56,Occurrence and Genotypic Characterization of Selected Multidrug-resistant ESKAPE-E Pathogens Isolated from Integrated Smallholder Fresh Produce Farms,
84065,3e4b457f-593e-49cc-acde-b1b3f5e7fd93,,
505468,3e4e6ccc-f648-4cf7-85cc-04fdab778f3c,Reviewing the macroeconomic relevance of education system in Ethiopia: the role of skill gap,
7127,3e9b4463-93c1-4d7b-937d-b1ac8c0688b6,Simulation and Integration Into Patient Safety Systems,
59385167,3ec1d2b7-d5ef-40a3-b7c0-c277b35ed77c,SANTRI DAN MULTIKULTURALISME,
80599,3ec62547-2a68-4f46-8a8f-1057bd6c54f2,Research on Environmental Risk Control of Highly Intensive Agricultural Land Use Based on Computer Technology and Landscape Scale,
647745619,3f336261-58a2-4c57-9afd-152664094fa8,,
5054581559,3f63c36d-7a30-4364-8ced-d1f48e6f6e3b,Histogram of confidences for person detection,
3180287936,3f7e1324-483c-42f4-a557-99bee0107623,Der neugriechische Subdialekt des Farascha-Gebiets (Kappadokien) und der Türkische Einfluss auf seinen Wortschatz,
865289,40011549-d0be-4204-b7c9-0b443bcd5e99,"Delineation of ground-water contamination using soil-gas analyses near Jackson, Tennessee",
5417026,40429f32-c29d-4c77-8527-e95fca64a72b,Community Stakeholder Responses to Countering Violent Extremism Locally,
36523,406a70dc-6f30-4302-8abb-ff1eaa3cc4df,,
6507,40e0b30f-7533-400c-aeae-24d0a37678be,Coupled effects of redox-active substances and microbial communities on reactive oxygen species in rhizosphere sediments of submerged macrophytes,
4136132,41e78f71-1f89-458e-890b-451d5e2fc3bd,"The impact of drought in the Karoo - revisiting diatoms as water quality indicators in the upper reaches of the Great Fish River, Eastern Cape, South Africa",
1498033798,421a49b8-13c9-41e4-aa5a-32283590640b,Translational psychiatry—light at the end of the tunnel,
1244,4241e705-e10f-4087-a88a-14f3b8893352,,
547828,429f9cf0-a803-498b-8d77-6c8727a5a95d,,
3427828551,42ba7868-c910-4669-9f43-a59b833f14d9,ANISOTROPIC FAILURE OF THE BIOLOGICAL MULTI-COMPOSITE WOOD: A MICROMECHANICAL APPROACH,
82831,432a1cfa-17ac-455a-8f86-740315be05f9,THE EFFECT OF SUGAR ON CEMENT AND CONCRETE,
22673708,44053e6b-57fd-4409-95eb-03aaab97eab7,A comparison of New Zealand and Chinese consumers’ pro-environmental attitudes and behaviours.,
46574197,442e3f1f-0296-4726-83a5-4c1e872f9bf1,IOT Based Streetlight Management,
8862369,44861f5a-9029-4a78-b0c1-2a6de1c2996b,,
30811,4508b090-7309-475e-bfd9-14a75973cbbd,Review on Effects and Mechanisms of Plant-Derived Tannins on Gastrointestinal Nematodes Resistances in Ruminants,
63590,457294d3-393f-4c72-a0a9-b695af30bc2c,Thermal residual stresses in functionally graded structures: A didactic case study,
607181030,4586129b-7a3f-4a51-aff8-5ac203ade375,Bacterial concrete: A review on self-healing properties in the light of sustainability,
1496023,45f4ad5d-3c91-4a1b-ac21-0f316df94009,"SEMIOTICS OF BUANG-BUANG AE’ TRADITION: RELATIONSHIP BETWEEN HUMANS, MODERN MEDICINE, AND ISLAM ON COASTAL COMMUNITIES IN DABONG, KUBU RAYA, WEST KALIMANTAN",
657145,46425c58-003d-4e52-9586-1c69b9046839,Teaching Trauma: Sexual Violence and the Kairotic Space of the First-Year Writing Classroom,
2733362642,46687388-cbc2-4472-9bc2-3181af0c9fa8,Scale model study of airflow performance in a ceiling slot-ventilated enclosure: Non-isothermal condition,
36110,46988c21-97fc-4bab-9988-0f785282777a,Sensitivity calibration method of FBG strain sensor in high and low temperature conditions,
983738532,472bc720-141e-4812-a295-2c6b78ed93fd,Cross-talk between chronic lymphocytic leukemia (CLL) tumor B cells and mesenchymal stromal cells (MSCs): implications for neoplastic cell survival,
62281806,473ab075-22b2-422b-9cd9-60a15b16a9d6,Aplikasi Clamp Soldering Untuk Perbaikan Stator GeneratorDi Hazardous Area Di Anjungan Lepas Pantai,
43013531,47c99cc9-91eb-410b-a520-6018881198af,Tourists’ Risk Perception and the Use of Mobile Devices in Beach Tourism Destinations,
83607169,47dedbfc-8062-42ff-8239-df3bd0f3a697,Prediction of ground motion due to the influence of Nonlinear Soil Conditions using probabilistic approach,
342384483,48376335-a5b4-4be2-94f9-c0f920f8b282,Deployment of Lean System for Effective Lean Construction Implementation,
57247231,486aa0f4-fb70-4a9b-b0dc-7ca4068ed403,,
1242312965,48a55e78-262f-4461-b6a7-69afb96bc6bb,7종 발효 약재 혼합물의 산화방지 및 유지산화안정성 효과,
37143207,48af6e10-f84b-4476-b038-da79a6735c26,The Solar System's Singular Architecture: A Challenge to Universal Planet Formation Models,
838842,490b9565-fe15-4756-84fc-00d1765e8b20,Drought Stress Exacerbates Fungal Colonization and Endodermal Invasion and Dampens Defense Responses to Increase Dry Root Rot in Chickpea,
100330480,493c8819-80ce-4c6e-8990-57f905439a9f,"Analysis of a coking accident of the ""TH66"" oil system",
343660,496d8ac5-5111-413f-8b83-274468bcc45d,Neutrophils are critical in the pathogenesis of atypical EAE in LysMCre-SOCS3fl/fl mice (IRC5P.471),
9094011,4a090a81-5922-4af2-84dc-1aa4e348d93b,Application of new surfactant for weak alkali in enhanced oil recovery,
52052111,4a164349-5e2b-48ad-8528-23047e2dfe2a,Mechanical properties and failure criteria of carbon fiber-reinforced coral concrete under biaxial compression,
2445983747,4a1c217b-7524-43ab-a1f4-57601b565e92,REHABILITATION AND PREHABILITATION,
30801,4a24b611-5471-46da-a4a8-4c2e272b8a46,A QGIS-Assisted Terrain Evaluation and Drainage Performance Assessment of the Shivajinagar Underpass,
79999452,4a429933-162c-47eb-ac8e-9a558ab09ff2,Unsupervised robust planar segmentation of terrestrial laser scanner point clouds based on fuzzy clustering methods,
3283,4a55be1d-d13a-46a6-b653-e5379bd2bca1,,
3975187129,4ab31b33-8b6e-4135-a19c-8618ec54af01,"Evidence for Globally Shared, Cross-Reacting Polymorphic Epitopes in the Pregnancy-Associated Malaria Vaccine Candidate VAR2CSA",
612000,4b1c2ca2-2bf9-4559-803b-3a3975295290,A773. TOTAL KNEE ARTHROPLASTY IN SKELETAL DYSPLASIA,
2674,4b600e84-71ed-4a14-8518-b6a5040bb2a4,Evaluation of Strain Rate Sensitivity of Superplastic Materials in Compression Test.,
2167462,4b81a4e6-f67b-44a8-9d28-75a38972633c,Experimental Studies on the Initial Focus of Invasion of Group A Streptococci,
782975,4b881c38-7bf9-4ce2-b796-304db4259b4b,"Managing the Missouri: Federal water projects, the landscape, and the law",
1819486016,4bb31e5a-fc9f-45c5-8e6c-c47e1e8851b8,Trends in Health Management Research: An Analysis of Tübitak 2209 Student Projects,
943706594,4c3afeb0-1503-42f1-a3f7-f9727ad52d74,Working time policy in Sweden,
6393,4c7cd81f-c1d4-4607-8aa6-3e1b6744dcb6,"194X: Architecture, Planning, and Consumer Culture on the American Home Front",
92690831,4cb68927-e26b-4425-9ade-4440b6e3f269,"Food Safety, Problems and Measures",
7933919,4cedc106-6cfe-41a4-abc6-ff0ab1aea9d7,Complex polymer preparations for the protection of seeds of grain crops of agricultural plants,
2601447,4d19f856-d9b2-489b-b698-bc9e6e4fc039,DIGITAL BASED CAPABILITIES IN LIFE INSURANCE COMPANIES: AN EXPLORATORY STUDY IN INDONESIA,
4986887076,4dba4d7b-b4f0-4f70-830c-66e4f3666539,,
2986,4e710da8-988a-459f-96fd-703ede1f81dc,Improved RMO picking and velocity model building with prestack skeletons,
93858,4e7da8ca-0c90-4755-b2ec-a66c21d44711,Acute effects of air pollution on respiratory health of 50-70 yr old adults,
42469,4ebf75f9-2850-4e49-a141-f6e7ad861727,The Consequences of COVID-19 Fear,
1365310,4f0e51ed-c47b-4683-9666-0ca6744db1d5,"Kremer, Jan",
1693943,4f115b8e-003f-4c72-9d99-ef84483d5507,Outcome evaluation of community health promotion intervention within a donor funded project climate in Papua New Guinea,
777532,4fb8ab8c-20d0-4f6a-aabd-e0d98c4eb73c,Study on Labor Force Transfer Path Based on Factor Analysis Method,
516751271,4fb8db90-75be-4095-abd3-231a52cb562b,Tree regeneration and ontogenetic strategies of northern European hemiboreal forests: transitioning towards closer-to-nature forest management,
1666979430,4fdde2d0-9a9e-4540-8666-95c11e3f3207,Differential Gene Expression Responses to Salt and Drought Stress in Tall Fescue (Festuca arundinacea Schreb.),
94930,5002c011-8f0d-4a79-bcbc-e497b8f58e32,Clinical significance of uremic toxin indoxyl sulfate and inflammation in the development of vascular calcification and cardiovascular complications in stage C3–C5D chronic kidney disease,
5108650,50451fc4-57d0-4f7a-94a3-18cf8149adc4,"Climate change, mobility and violent conflict: a typology of interlinked pathways",
565059,505b3173-1f55-492a-95e5-7f29bfe094fa,The conceptualization of country attractiveness: a review of research,
100026606,50bc26fd-9046-4650-93cd-09ffd6bfab70,Feasibility of developing classical biological control solutions for the herbaceous weed<i>Allium triquetrum</i>in Australia,
77731396,50cbb4c8-414b-478f-baa8-1f6fbd537843,Facing with Anti-dumping——Minor Enterprises’Poor Pleading and Counter Strategy,
3666949,51a63a09-2b68-4adc-a3e5-020d731f6e9c,,
78958,51ab0487-34cb-43a9-9467-4d6200dcbb15,The ‘Small House’ Phenomenon and Its Impact on Zimbabwean Women’s Sexual Reproductive Health and Rights (SRHR),
73778236,5216a8eb-a53a-4970-a77d-3b2d14c8af0b,,
5043078187,52229ba4-a78b-45fc-906e-0ef847766d9e,"Correction to: Cardioprotective actions of nitroxyl donor Angeli's salt are preserved in the diabetic heart and vasculature in the face of nitric oxide resistance (British Journal of Pharmacology, (2022), 179, 16, (4117-4135), 10.1111/bph.15849)",
9691,5280e751-7b69-4a02-b931-1d2d5e0f9ed6,From Drops to Data: Harnessing Community Science to Decode Aquatic Microbiomes Across the Globe,
2780467,52d1d390-2796-4903-87fa-09fd6ff6a610,The role of trait self-regulation and innovative team climate in reducing daily workplace conflicts initiated via emotional dissonance,
317192236,52f30d3d-93bf-410d-a784-a054f3b634b2,Seasonal changes dominate long term variability of the urban air microbiome across space and time.,
19562,532fb005-d886-40f6-aa74-2726c55b4d0d,Pacific cod or tikhookeanskaya treska (Gadus macrocephalus) in the Chukchi Sea during recent warm years: Distribution by life stage and age-0 diet and condition,
19912,53455829-578a-44db-8b87-587d49cf6ee7,Superior fatigue response of CoCrNi-based multi-principal element alloy with Mo addition,
18790,536444b5-2524-4e5e-ad48-dba91f37db16,,
45058289,539ec644-f4a2-4e11-a209-338dfcb60214,Testing a Holistic Framework of Early Care and Education and K–12 Leaders’ Working Conditions and Well-Being,
1314430284,53d373b5-a974-4924-885f-b12b136d22fe,Categories and Illusions: Child Soldiers in Burundi,
7413,53f4c2df-f089-42b7-a630-08bf9dac845b,Technology-Based Reminders for Glycemic Monitoring in Adults with Type 2 Diabetes Using Insulin: A Scoping Review,
9407071,542b1942-f5fe-4a1d-b7c7-639b1b9e38f8,Genetic evidence for the <i>in planta</i> role of phloem-specific plasma membrane sucrose transporters,
802401,542f56a5-5f41-435c-b95e-b0516baee232,Temperature effects on plant gametophyte performance and their consequences for seed reproduction in wild plants,
852650,54791913-e3a2-4cb1-8fb8-3527eba34466,Solar Carbothermic Production of Zinc From Zinc Oxide: Solzinc,
1336,54bf35b3-f277-41e0-a468-250c57bf3a3e,,
2193612884,54d5dd45-a468-4287-a4f0-7ad453758ad8,Risk Assessment of the Cultured Meat,
93487032,55c30f0f-4e05-41db-a786-f5e8bf817523,Exhaled nitric oxide is not reduced in infants with cystic fibrosis,
24113701,55d44eac-d09f-4ad4-a91a-887ebec38d7f,PENDAPAT PESERTA DIDIK SMKN 1 PACET TENTANG HASIL BELAJAR “MENGOPERASIKAN PERALATAN LAYANAN MAKAN DAN MINUM” SEBAGAI KESIAPAN PRAKTEK KERJA INDUSTRI DI RESTORAN HOTEL,
565058,55f22ce2-89e5-4d8d-b9ce-fd8fe72c930d,"UK is failing on UN pledge to “leave no one behind” on healthcare, report finds",
58922843,5637a062-b583-4c71-82b0-a59fc43430ef,A 63-year-old Woman With Rapidly Progressive Interstitial Lung Disease,
161606,569dedc7-2a83-4432-9506-0c2115a7c71f,Hemolysis-Associated Pulmonary Hypertension in Sickle Cell Disease: Global Disruption of the Arginine-Nitric Oxide Pathway,
8295,56b323f4-b2b2-4519-83af-8a0f6161a8c0,"Climate Change Adaptation and Mitigation in Ecosystems - Benefits, Barriers and Decision‐Making",
6667793,56c0da40-80b2-4960-84b8-48f7825cbaba,Nursing and Physiotherapy Care of the Bariatric Surgery Patient,
5787,5733aca3-7641-476a-a8b7-5fa6b44ad1da,"Identification of Common Antigens in <i>Babesia bovis</i>, <i>B. bigemina</i>, and <i>B. divergens</i>",
3988448434,57385c32-2af9-4444-890c-d55e25c59028,,
77383,57563f4c-8e7b-4e1c-9a79-b2ab60f0afd9,The Role of the School in Children's Out-of-School Time,
15001882,576d8284-d307-43bd-b799-39543a64c706,Adaptation Strategies to Improve the Resistance of Oilseed Crops to Heat Stress Under a Changing Climate: An Overview,
57670,57a75bd5-1e55-49b6-bd2d-7d4bfd40b86e,"Oxidative stress development in the leaves of Amaranthus cruentus L. containing amaranthine under conditions of nighttime low temperatures, soil hypoxia and the combined effects of both stress factors",
2853651,580a6dfd-1149-4109-98cc-c47cedb87cda,A systematic review and meta-analysis of the association between daily mean temperature and mortality in China,
42954278,580f0242-107f-4487-a465-3d3176ddec8b,Evaluation of Stress Reducing Capacity of Selected Anaesthetics for the Live Transportation of Green Chromide Etroplus suratensis,
2099582,58278a35-4ba1-42a7-940c-5bab5be5394f,Restoration of Ancient Kannada Handwritten Palm Leaf Manuscripts with Modified Sauvola Method Using Integral Images,
91459,582e8a09-2cc6-40cf-999e-403459e49d43,GC-MS ANALYSIS OF BIOACTIVE PHYTOCONSTITUENTS FROM RUMEX VESICARIUS L.,
968389,58a68b7c-59b9-4c37-b49d-65e2e93608cc,Spreading of a Prion Domain from Cell-to-Cell by Vesicular Transport in Caenorhabditis elegans,
765198,58d68f60-c075-4baf-af51-f594f1f68100,Material Selection for Lead Cooled Fast Reactors,
501898793,597622e7-727b-4c9f-bec9-a4bdf8c05b46,Experimental Strain Measurement Approach Using Fiber Bragg Grating Sensors for Monitoring of Railway Switches and Crossings,
4209362950,599b1a1e-1923-43e1-970e-9fe098b66e5f,Employment effects of output and technological progress in Malaysian manufacturing,
65837685,59aa2c45-cf11-4f20-87c9-ee946a842b0a,Liquefied Microcapsules Compartmentalizing Macrophages and Umbilical Cord‐Derived Cells for Bone Tissue Engineering,
997047,59baba2a-54cc-4381-b80d-b37d1827c117,世界の人口戦略における公衆衛生的アプローチの有用性 公衆衛生活動を重視するフィリピン家族計画•母子保健プロジェクトの事例報告,
78786937,5a3c2c2d-4915-40dc-940d-b74aa4a209f9,Fe2O3@FeP core-shell nanocubes/C composites supported irregular PtP nanocrystals for enhanced catalytic methanol oxidation,
148991016,5ae7b846-0c48-478a-aab0-5a7393ce97bc,"Serum Levels of Interlukin-6, C-Reactive Protein in Diabetic Patients and Their Relation To Progression of Diabetic Retinopathy",
30610,5b018801-e746-4d9d-b67c-b465e87bdf9d,,
2046171891,5b77e8b0-c4e7-41fd-b989-39a81a265158,Vitamin D to prevent COVID-19 or other acute respiratory infections: phase 3 randomised controlled trial (CORONAVIT),
1516253,5b878959-0146-48fc-8a6c-120646353427,,
9140269,5bf7de00-623f-40b8-959f-9d242b2cf184,"Preparation of Wood Ear Mushroom, Auricularia auricula-judae (Agaricomycetes), Polysaccharides by Neutral Protease and Their Antioxidant Stress Capacity",
1151120,5c384346-31ed-4a36-8ab3-d48f1370dad3,부산지역 여름철 고농도 PM2.5 농도 사례와 기상학적 관련성,
51033,5c4ec140-1d77-4122-ad4a-580151304001,Occupational Health Risks in Logging and Wood Processing in the Russian Arctic,
71314837,5d9535a2-1bf5-426d-bf79-841b29a8506a,Vertical Dynamics of the Upper Mureș Riverbed,
309978,5dd0b2ba-9c90-4a30-a29e-60e6ad153ae0,,
944162543,5e1bac3a-8145-4d28-9ff6-5166ab310f67,Harnessing Generative AI for Photovoltaic Systems to Enhance Safety Features of Tailored Industrial Solar Solutions,
459424802,5e1e3fae-4cb4-49a9-8e6c-2ca5cb907007,Response of pregnant beef cows to undegradable intake protein fed in excess of the degradable intake protein requirement,
30404,5e290aec-7888-4756-af4f-67e135acde43,"Assessing the Obstacles to Industrialisation: The Mexican Economy, 1830–1940",
6601955,5e36634e-cf17-45aa-b732-c040a7a6449d,Climate Risk Disclosure and Financial Analysts’ Forecasts: Evidence from China,
1999202,5e4a3305-1b00-4c2c-b873-e5b4628dd7e3,Conflict Resolution Strategies in Resolving Interpersonal Conflicts in Cameroon’s Public Corporations: The Case of the Cameroon General Certificate (GCE) Board,
41954423,5e9519bb-5925-499a-9a64-94879c8127f1,General Integrated Representations оf Technogenic Accidents Danger Indicators,
85104,5ed4d7b4-12a2-4f7a-941a-60c7f23af616,Edge function in patchy mussel bed habitats: variation across nearby rocky shore sites,
5661418,5f047230-85db-4183-899d-860582111eec,Reactive Oxygen Species and Programmed Cell Death,
2541,5f4594d8-1f03-4586-a16d-990d4aef4518,Pentapeptide Protection of <i>Botrytis</i>-Infected Tomato Plants by Phytosulfokine,
380803045,5f46d37d-59cb-456d-9431-cda168a27a19,Food Marketing in Australian Higher Education: The Current State of Play,
486082,5fc5ef04-b464-495c-8fce-a0fb9bfa8ba2,,
78177130,5fc6cc5d-bb9e-4c0d-949d-22bf0f4a4004,"Prevalence and Determinants of Malnutrition Among Children Under Five in Urban Coastal Households: A Case Study of Moratuwa, Colombo, Sri Lanka",
946878807,60049d0e-0aac-4623-b5c3-f1ce38025241,Emerging Organic Contaminants (EOCs) in New Zealand and Sri Lankan Coastal environments : implications for seafood safety and ecological health.,
6129146,600fe10c-d529-40a7-9321-5ae34bc7e7be,Experiences of rehabilitation coordination among people on sick leave with mental health problems,
836386,60190894-0e01-484d-a867-f6e565870004,Biosurfactant production by Pantoea sp in submerged fermentation using pineapple peel as an alternative medium,
16492,60486f40-c23b-42b1-8ea4-53a5e3ac262f,SWOT Analysis of Health Reform Plan on Healthcare Sector from the Stakeholder Perspective,
66093,604c4bf8-6812-4bac-b5c1-c7ed3342c792,The Effect of Mycorrhizal Fungi and PGPR on Tree Nutritional Status and Growth in Organic Apple Production,
58062999,604ca9c3-7702-4a6a-983e-df39fd5b8b23,Synthesis of biocompatible poly(&amp;amp;epsilon;-caprolactone)-block-poly(propylene adipate) copolymers appropriate for drug nanoencapsulation in the form of core-shell nanoparticles,
8209,60732d3b-aa75-4a37-87f1-0e7c6e989015,"West Nile virus infections in Romania - past, present and perspective.",
6663857,607f43f2-b4dc-42c3-b9eb-24dad47d1e34,"Geolashon (Teloschistes flavicans), a natural yellow dye from the Peruvian Andes: traditional uses, bioactive extraction, and potential applications",
67384331,6097ea4a-3460-4ec6-b662-f0cd9c8eec7f,Study on the Reaction Mechanism of Oxidative Microbial Desulfurization of Organic Sulfur-Rich Coal,
6590,60d81114-fc39-443f-9ac4-4e4092f35f1a,A Water Smart Grid to Address Water Shortages in Resource Constrained Urbanizing Areas,
83817311,6129d5e0-1f84-4b15-86bd-ad21adee1e29,THE ROLE OF EARLY CHILDHOOD TUTORS IN OPTIMIZING THE EARLY CHILDHOOD LEARNING ENVIRONMENT AT PAUD NOOR RAKHMAH BANDUNG,
4025351,6144c0a9-e7e8-4a8e-b48f-1a4ad84f514e,Rheological Behaviour and Final Properties of Pea Protein-Fortified Extruded Rice Snacks,
910553,619c9b8c-3c8a-4fb6-93f1-3a7eaf184a13,Influence of local meteorology and gaseous pollutant emissions on atmospheric nanoparticle concentrations in a pedestrian way in urban region,
1286888257,61b7e0a4-b167-4cfe-b2ae-84a75c18586f,Host phenology regulates ecological and eco-evolutionary feedbacks underlying parasite-host demographic cycles,
1144090637,62822866-52e1-4568-acff-97cdf19bb4db,Future Terrestrial Water Reserves to Undergo Stronger Interannual Variability,
906083,62880678-74d8-4e1b-ad2a-47e29436f9e9,Climate change: The challenge to be met,
398109773,62c6f734-c310-483a-8a62-3b2414df6726,Statistical Process Control in Service Industries: Unveiling the keys to quality Management,
69945390,63197f33-26f7-4fa9-94a9-c75922a58166,Process optimization for the anaerobic digestion of poplar ( <i>Populus L</i> .) leaves,
6122,63e68d05-6bf3-4ff0-91f4-9d825480d905,PD16-12 TUBULARIZED BUCCAL MUCOSA FOR LONG SEGMENT URETERAL REPLACEMENT: AN EXPERIMENTAL STUDY IN DOGS,
87176907,6489beb5-cc01-4de8-aa78-02b8a040803d,Nitric oxide formation from glyceryl trinitrate in the developing guinea-pig hippocampus,
468466488,64943189-624e-45ea-ac27-1ecadf65ce8d,Copper-Catalyzed Asymmetric Hydroamination: A Unified Strategy for the Synthesis of Chiral β-Amino Acid and Its Derivatives,
70538405,64ea9fa7-eac8-4dab-b300-cc26f7c912f1,Modelof Projection Pursuit Water Quality Evaluation Based on Immune Evolutionary Algorithm,
6099,655d758c-eaea-4ff9-b3b4-c84e051887e9,Ocean Acidification as a Governance Challenge in the Mediterranean Sea: Impacts from Aquaculture and Fisheries,
4170453,6562b440-3f68-45fd-9cac-25dcf1f58ab6,Techno-Economic Feasibility Study of Small Wind Turbines in the Valley of Mexico Metropolitan Area,
395066,65e5ed83-b7eb-4923-ab46-a27e318f31a1,Unusual II–I Phase Transition Behavior of Polybutene-1 Ionomers in the Presence of Long-Chain Branch and Ionic Functional Groups,
466704541,65fe0d25-d1f7-4b30-91f8-fe56b21aa2a9,Nature-based solutions: lessons from around the world,
379317,662164e1-eb5b-476d-a29d-6807c9b2c94c,eSport in the digital era: Exploring the moderating role of perceived usefulness on financial behavioural aspects within reward-crowdfunding,
24552284,665abfd5-df7d-4037-8c65-909b51dcc341,Vitamin B3 with action on biological oxide/reduction reactions and growth biostimulant in Chlorella vulgaris cultivation,
542220836,668a1664-442d-4f3f-bce6-520459951a46,"Sacramento and the Catholic Church: Shaping a Capital City. By Steven M. Avella. (Reno: University of Nevada Press, 2008. xviii, 368 pp. $39.95, ISBN 978-0-87417-760-2.)",
96391,6724e602-2b20-4547-a067-963c7b5e1ce6,PrOM: A Semantic Web Framework for Provenance Management in Science,
880504,678eab69-c907-4337-9503-5ba719ced5ab,The Current Status and Prospects of Poly(Lactic Acid) Applications in Clinical Treatment,
8128676,67b50640-16c8-43f0-9bc6-55afa9a2cdfc,INTRODUCTION TO SPECIAL ISSUE 3 : 2014,
2251477,67ee0971-6ad8-4396-9211-6067fd1bb68a,,
2734799951,68019b49-2422-47e8-9766-5e74738f42fc,Second hand smoke exposure depresses excitability and SK channel function of cardiac vagal neurons in the nucleus ambiguus,
33752,6802ea1e-b606-472e-90a0-e15f6f40b0fe,Acceptability of Cookies with Dioscorea Hispida as Local Pastry,
71171,68321f49-9f02-4e91-8e2f-5a345ef50516,Sustainability,
36189160,687495be-9381-4d78-a270-4455a6486bd8,시스템-오리엔터 분석기틀을 적용한 도시의 지속가능성 측정을 위한 지표 설정방안,
76619491,68787fc9-c1ed-4c97-aa55-716440cf462b,"A Randomized, Controlled, Crossover Trial of Fish Oil Treatment for Impulsive Aggression in Children and Adolescents with Disruptive Behavior Disorders",
13300,68837004-fda2-47c1-a463-3b880d49a52b,Analysis of heavy metal accumulation food with X-Ray fluorescence spectometry,
5052734052,68d0b6ae-e90d-43c1-9203-a01a753f1ad8,An FPGA-based Closed-loop Approach of Angular Displacement for a Resolver-to-Digital-Converter,
9689,68df5db0-bf18-41f0-bd79-ad868855942b,Heart Rate and VO<sub>2</sub>Kinetics in Patients with Parkinson’s Disease and Orthostatic Hypotension,
6041935,68e757f8-e769-4526-91e4-260a2b1374f8,Prevalent occupational exposures and risk of lung cancer among women: Results from the application of the Canadian Job‐Exposure Matrix (CANJEM) to a combined set of ten case–control studies,
8907,69969d16-0b00-4ee9-8eb4-f9b887b61b5f,Study on the current situation of medical waste management,
3186494320,69ee550a-da8e-4643-a51e-951ffa7db335,Increasing oil recovery by utilization of AICV: a 3D multiphase simulation study of a heavy oil reservoir with an underlying water aquifer,
1459040370,6a1df51f-b85f-4b32-b7a6-96d8173b88ae,A Study on the Venture Philanthropy Development of Social Enterprises in Taiwan A Case Study of the B Current Impact Investment Inc.,
63474,6a237799-f12e-4bc4-8199-ee679da4c2e2,Chemical composition and cytotoxic activities of essential oils of leaves and berries of Juniperus phoenicea L grown in Egypt,
